Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
2019-04-01,106810,103038,104579,110935,103027,106668,104016,104691,109018,103515,107209,109609,107700,104511,104328,102902,107495,110184,110191,103550,107548,106393,106681,104114,103492,104688,103146,103165,108168,104851,105688,106568,110158,103227,106559,105090,103550,110161,107864,107088,106642,103297,107517,107257,108512,103621,102909,105875,108487,103115,110800,110179,109284,106698,104355,103562,105139,106378,103301,108606,107878,106649,108854,104714,110373,109783,103043,102927,106719,108262,107215,106126,108853,110938,103528,106665,103077,110098,104734,107870,106683,111004,104332,106585,109913,104225,105835,106452,103288,107263,107174,107335,105621,109914,109144,104265,109525,103521,109489,110907,103329,107446,106930,108476,103232,103862,106064,109219,103126,102720,103571,109030,104009,104557,103127,110491,102942,104278,103695,104005,107651,106467,110103,106125,103592,106684,109607,103977,103174,103451,105688,103570,103237,107268,108818,104566,106966,104687,103151,103287,108273,109596,110057,103479,110944,108510,105643,103436,108842,103193,110017,111372,106932,107588,103581,104525,109604,108848,109051,103107,106697,104376,103563,108784,107565,103286,103121,106909,106929,108996,105824,110074,106942,108224,109798,106791,107572,110723,107769,109044,110180,103615,106635,107954,106294,108655,107544,104116,104000,107177,102899,107283,107408,107951,104263,103738,103580,107463,104568,110192,106999,108265,104833,103582,108301,103540,103365,109027,105785,104328,106674,103342,108353,107825,106915,103531,107516,106683,108507,103296,107747,105094,106928,108447,106342,107394,106942,108237,109505,102714,109614,105120,109824,106125,103582,106726,103428,106698,110726,104010,106381,105033,109605,104313,103538,110220,107294,103483,105099,103177,104263,106636,103959,107555,106393,104244,106645,104026,106911,106785,110104,110189,103074,105951,107386,106381,104244,104518,103088,104631,103507,104111,108485,107942,106703,103545,106467,108973,107908,103447,108265,104263,107321,103801,106616,106461,103232,106605,108955,103671,106120,106744,110654,110266,103000,104063,103475,109956,108329,105685,103498,104833,103514,104267,106701,108472,107482,110075,109608,108525,104577,108508,107298,106565,107508,110189,103580,109783,103044,108255,103150,107515,103617,104668,103299,104074,107518,106923,102983,105143,104376,109150,104000,102953,105086,103037,110366,106938,106465,108713,105097,105132,106928,104147,104021,108866,107065,107522,106601,104569,103436,107942,105917,103945,109019,108869,109517,107231,107105,104339,110019,109157,106564,110179,109882,104205,104557,103620,105006,107790,104254,106577,109902,103443,110913,103213,104156,109962,106931,106128,109027,103138,107465,103170,104306,109128,107330,108992,107068,106464,103225,109525,103724,104308,109615,103498,103628,107575,103360,110653,104272,103467,103158,103382,106623,107679,103107,104340,104850,106962,103647,110139,108177,103553,103995,103423,103161,106619,103115,107373,104751,106619,104210,106295,102894,103456,103162,104610,109219,109513,105128,110060,109285,106295,103646,107956,109830,106576,110727,103129,107471,106820,109514,107826,106617,107661,106914,104839,107252,106648,107300,106467,103301,106473,110875,107700,106395,106400,107024,103288,103620,107891,104404,103064,106789,110095,104704,106933,104319,108456,106954,107586,110178,109532,103338,106594,103326,104279,103435,108252,107066,110939,104720,103956,103073,106997,109702,107419,106603,106383,108239,105968,106397,103740,107136,103529,108716,108362,110914,102993
2019-04-02,107748,104004,105500,111877,104010,107639,104954,105635,109955,104452,108137,110574,108642,105461,105273,103846,108425,111118,111142,104491,108464,107312,107610,105041,104419,105651,104075,104098,109130,105790,106620,107511,111097,104141,107502,106038,104500,111100,108804,108013,107572,104239,108456,108183,109439,104545,103834,106796,109427,104087,111738,111113,110203,107649,105322,104491,106066,107325,104258,109540,108818,107584,109782,105669,111301,110715,104020,103887,107641,109217,108137,107046,109817,111881,104458,107621,104020,111026,105674,108819,107596,111939,105267,107526,110845,105169,106760,107393,104212,108195,108087,108280,106541,110848,110075,105199,110469,104452,110443,111853,104307,108400,107851,109416,104170,104792,106996,110154,104060,103674,104498,109956,104969,105497,104072,111449,103868,105243,104641,104950,108592,107386,111042,107041,104535,107652,110541,104899,104137,104399,106620,104505,104183,108188,109765,105491,107898,105618,104095,104233,109228,110566,110960,104409,111895,109439,106561,104385,109757,104110,110957,112302,107879,108534,104525,105471,110563,109786,109993,104052,107642,105322,104507,109707,108528,104201,104062,107834,107860,109921,106755,110994,107880,109199,110737,107731,108525,111684,108717,109970,111114,104535,107570,108897,107219,109586,108460,105069,104962,108114,103832,108205,108330,108888,105214,104673,104522,108390,105512,111138,107944,109220,105778,104528,109246,104485,104308,109953,106717,105266,107600,104296,109314,108765,107838,104483,108455,107596,109451,104237,108711,106032,107878,109355,107298,108350,107880,109206,110478,103675,110561,106060,110734,107041,104523,107684,104366,107640,111686,104954,107300,106003,110552,105257,104485,111179,108224,104430,106033,104101,105210,107575,104917,108492,107312,105190,107585,104969,107835,107742,111045,111126,104037,106884,108335,107300,105186,105466,104040,105578,104450,105068,109418,108907,107644,104485,107400,109912,108873,104397,109219,105210,108238,104742,107537,107400,104163,107549,109920,104608,107045,107702,111609,111194,103937,105033,104432,110878,109291,106616,104446,105778,104474,105208,107647,109414,108428,110997,110574,109452,105524,109450,108248,107529,108454,111144,104522,110715,103973,109209,104109,108442,104561,105598,104236,105046,108455,107882,103920,106061,105310,110080,104962,103899,106039,104003,111292,107887,107400,109660,106031,106064,107885,105118,104960,109804,108010,108461,107545,105491,104402,108907,106853,104880,109954,109811,110481,108152,108027,105281,110974,110098,107507,111131,110821,105145,105483,104539,105951,108730,105196,107488,110836,104393,111876,104127,105119,110894,107879,107043,109943,104063,108393,104132,105258,110049,108274,109942,108013,107407,104173,110469,104658,105227,110549,104446,104587,108532,104301,111597,105201,104427,104093,104349,107544,108628,104035,105282,105770,107894,104598,111061,109132,104506,104944,104375,104094,107551,104087,108321,105678,107551,105161,107219,103827,104393,104100,105553,110154,110469,106059,110964,110208,107229,104598,108893,110765,107491,111671,104107,108399,107776,110470,108771,107538,108601,107845,105782,108190,107577,108248,107397,104258,107416,111800,108642,107313,107319,107942,104215,104557,108829,105351,104011,107732,111016,105670,107852,105260,109380,107875,108525,111107,110448,104276,107530,104270,105242,104386,109219,108004,111890,105668,104915,104021,107953,110671,108351,107527,107288,109167,106905,107302,104684,108087,104476,109658,109296,111860,103987
2019-04-03,105402,101594,103196,109525,101562,105215,102609,103277,107615,102111,105819,108163,106289,103086,102910,101487,106101,108786,108766,102138,106175,105015,105288,102722,102102,103247,101752,101765,106727,103444,104289,105153,108753,101855,105143,103669,102126,108756,106454,105701,105246,101886,106108,105869,107124,102233,101522,104492,107078,101665,109395,108780,107909,105273,102909,102168,103748,104956,101869,107207,106468,105245,107464,103282,108985,108389,101586,101491,105335,106831,105834,104745,107408,109528,102132,105230,101663,108709,103323,106448,105313,109604,102928,105173,108517,102809,104448,105041,101901,105865,105806,105918,104241,108516,107750,102863,108109,102125,108060,109491,101871,106016,105548,107067,101825,102465,104665,107817,101725,101293,102179,107642,102574,103147,101713,109055,101551,102836,102277,102590,106241,105088,108696,104753,102178,105235,108208,102592,101736,102033,104289,102167,101821,105887,107399,103177,105567,103289,101737,101871,106842,108143,108709,102084,109522,107119,104266,102014,107473,101816,108610,109983,105512,106170,102167,103108,108168,107441,107638,101690,105278,102957,102148,107400,106120,101913,101710,105522,105533,107608,104426,108697,105536,106764,108392,105381,106142,109284,106347,107656,108781,102234,105231,106538,104905,107260,106171,102688,102562,105771,101501,105901,106025,106546,102837,102337,102168,106072,103152,108775,105581,106833,103416,102166,106884,102123,101952,107639,104385,102921,105284,101914,106912,106415,105532,102104,106108,105313,107091,101886,106303,103686,105504,107089,104911,105963,105536,106786,108048,101278,108195,103710,108464,104753,102171,105291,102023,105286,109287,102594,105003,103583,108186,102897,102119,108783,105898,102064,103697,101790,102843,105227,102526,106150,105015,102826,105236,102613,105524,105351,108693,108785,101633,104551,105963,105003,102831,103097,101662,103211,102094,102678,107086,106497,105291,102137,105067,107565,106462,102025,106833,102843,105946,102388,105234,105053,101835,105190,107508,102266,104731,105309,109223,108878,101595,102614,102042,108579,106889,104288,102077,103416,102077,102857,105283,107060,106062,108696,108161,107135,103159,107095,105873,105122,106091,108759,102166,108389,101651,106823,101717,106125,102203,103272,101894,102623,106111,105486,101578,103766,102974,107757,102562,101535,103660,101594,108982,105514,105062,107294,103696,103732,105494,102696,102615,107461,105648,106114,105186,103186,101993,106497,104514,102544,107617,107456,108073,105849,105723,102926,108590,107747,105148,108752,108476,102797,103169,102239,103590,106381,102840,105211,108504,102021,109471,101841,102714,108565,105509,104755,107657,101749,106074,101732,102880,107748,105914,107569,105651,105050,101806,108109,102323,102929,108216,102079,102192,106141,101948,109238,102878,102030,101756,101937,105241,106257,101716,102927,103471,105564,102221,108761,106746,102125,102572,101997,101761,105221,101665,105951,103360,105221,102783,104910,101495,102052,101756,103197,107817,108080,103732,108713,107903,104895,102221,106551,108430,105204,109313,101671,106079,105389,108081,106409,105235,106252,105518,103425,105844,105254,105878,105072,101869,105059,109492,106289,105017,105022,105646,101897,102213,106484,102985,101646,105375,108718,103259,105553,102908,107072,105572,106176,108787,108161,101932,105191,101911,102837,102010,106804,105659,109515,103300,102522,101655,105563,108249,106021,105217,105027,106848,104562,105041,102325,105711,102110,107303,106961,109500,101517
2019-04-04,102658,98779,100500,106770,98703,102380,99868,100519,104876,99375,103107,105342,103536,100310,100149,98731,103381,106054,105986,99388,103495,102328,102571,100010,99393,100437,99036,99038,103916,100700,101562,102394,106008,99183,102384,100899,99350,106011,103704,102996,102524,99135,103361,103160,104413,99529,98818,101795,104330,98835,106652,106049,105222,102494,100089,99451,101037,102184,99078,104477,103718,102508,104749,100492,106273,105666,98743,98693,102637,104041,103138,102053,104589,106774,99413,102435,98908,105995,100575,103673,102640,106869,100193,102422,105791,100051,101743,102290,99198,103139,103135,103154,101549,105785,105027,100133,105347,99404,105271,106725,99025,103226,102852,104319,99085,99745,101939,105082,98994,98510,99467,104933,99776,100399,98956,106254,98842,100024,99513,99831,103491,102398,105948,102075,99423,102410,105476,99894,98930,99267,101562,99435,99060,103193,104631,100471,102840,100566,98981,99111,104050,105308,106071,99365,106744,104402,101581,99242,104797,99133,105861,107266,102742,103404,99411,100347,105365,104697,104881,98929,102513,100191,99390,104699,103305,99238,98961,102816,102810,104900,101701,106007,102794,103917,105648,102631,103354,106477,103574,104947,106050,99544,102495,103778,102197,104537,103491,99905,99757,103030,98776,103204,103327,103805,100059,99607,99417,103358,100392,106009,102817,104042,100655,99404,104120,99363,99198,104931,101658,100180,102575,99130,104101,103666,102835,99324,103361,102640,104329,99138,103487,100943,102728,104434,102121,103171,102794,103956,105206,98476,105426,100963,105805,102075,99423,102492,99284,102533,106479,99836,102316,100755,105417,100139,99354,105980,103176,99297,100966,99087,100077,102480,99732,103410,102328,100061,102489,99858,102820,102555,105939,106043,98825,101821,103189,102316,100078,100328,98883,100444,99341,99884,104358,103680,102538,99392,102337,104818,103642,99252,104042,100075,103263,99636,102540,102307,99113,102431,104687,99527,102024,102510,106430,106164,98857,99788,99249,105886,104079,101565,99307,100655,99275,100108,102518,104304,103294,106000,105337,104423,100394,104340,103095,102308,103327,105968,99412,105666,98937,104032,98922,103414,99446,100552,99156,99792,103367,102684,98840,101080,100243,105038,99757,98772,100879,98778,106276,102737,102327,104526,100965,101005,102698,99867,99873,104720,102885,103367,102427,100491,99178,103680,101777,99813,104882,104699,105256,103152,103026,100173,105800,104995,102390,105969,105731,100051,100463,99548,100829,103634,100085,102546,105774,99249,106656,99168,99903,105839,102738,102077,104979,99042,103360,98928,100100,105054,103154,104794,102888,102293,99040,105347,99593,100241,105484,99311,99393,103344,99197,106477,100160,99229,99024,99120,102547,103483,99004,100174,100782,102837,99442,106067,103955,99343,99799,99217,99034,102494,98835,103179,100648,102494,100003,102208,98769,99315,99017,100442,105082,105285,101010,106075,105205,102165,99442,103811,105696,102527,106552,98825,103364,102597,105286,103645,102541,103503,102795,100668,103098,102535,103106,102352,99078,102302,106789,103536,102329,102335,102959,99187,99473,103741,100219,98881,102618,106025,100441,102863,100157,104370,102877,103428,106071,105482,99191,102456,99154,100026,99232,103980,102914,106736,100531,99725,98890,102767,105415,103295,102515,102380,104134,101822,102394,99567,102933,99345,104547,104228,106737,98633
2019-04-05,99988,96045,97878,104089,95927,99625,97202,97839,102210,96715,100468,102597,100857,97611,97464,96052,100734,103395,103279,96715,100886,99712,99928,97373,96758,97707,96395,96387,101183,98032,98910,99711,103336,96583,99700,98206,96653,103339,101029,100363,99876,96462,100688,100523,101774,96900,96190,99172,101655,96087,103981,103390,102606,99791,97349,96809,98399,99489,96366,101819,101042,99846,102106,97781,103631,103014,95982,95974,100011,101326,100513,99432,101848,104092,96769,99716,96231,103351,97902,100974,100038,104206,97533,99746,103137,97370,99111,99614,96569,100486,100535,100465,98931,103127,102376,97478,102658,96758,102558,104033,96261,100514,100228,101644,96422,97100,99286,102419,96340,95806,96830,102295,97057,97728,96277,103527,96208,97292,96828,97149,100815,99781,103274,99468,96745,99664,102817,97270,96205,96580,98910,96778,96377,100571,101938,97838,100187,97917,96303,96429,101335,102552,103500,96722,104040,101758,98968,96549,102191,96524,103185,104619,100049,100713,96732,97662,102638,102025,102198,96247,99824,97503,96710,102069,100567,96636,96290,100183,100160,102263,99050,103386,100126,101149,102976,99956,100643,103744,100877,102309,103390,96928,99832,101093,99562,101886,100881,97201,97032,100363,96127,100579,100700,101138,97359,96953,96743,100717,97710,103316,100128,101326,97971,96721,101430,96680,96521,102294,99004,97515,99939,96425,101368,100991,100209,96623,100689,100038,101642,96468,100749,98275,100028,101848,99407,100456,100126,101204,102442,95755,102731,98291,103215,99468,96751,99771,96621,99855,103747,97154,99700,98008,102722,97457,96667,103251,100528,96609,98310,96460,97387,99807,97018,100743,99712,97374,99816,97181,100187,99837,103257,103374,96096,99166,100490,99700,97402,97636,96183,97754,96664,97169,101701,100940,99860,96725,99681,102144,100900,96558,101327,97385,100651,96961,99918,99635,96466,99747,101943,96865,99390,99789,103712,103522,96196,97043,96536,103263,101346,98915,96616,97971,96554,97435,99828,101623,100601,103374,102589,101782,97706,101658,100393,99572,100637,103252,96735,103014,96298,101317,96207,100775,96767,97907,96494,97042,100698,99960,96178,98467,97588,102390,97032,96087,98175,96044,103641,100037,99667,101832,98309,98352,99979,97118,97208,102052,100198,100695,99743,97868,96444,100940,99115,97158,102219,102016,102515,100527,100401,97497,103085,102316,99707,103259,103059,97382,97831,96932,98144,100960,97407,99952,103115,96556,103917,96568,97172,103183,100043,99470,102372,96411,100719,96204,97399,102430,100468,102092,100200,99611,96352,102658,96939,97626,102824,96622,96673,100624,96523,103789,97517,96508,96369,96384,99924,100785,96368,97498,98166,100183,96742,103442,101241,96639,97105,96517,96383,99842,96087,100482,98011,99842,97302,99579,96119,96654,96355,97765,102419,102565,98363,103504,102578,99508,96742,101144,103033,99921,103863,96062,100721,99883,102566,100955,99918,100828,100146,97989,100427,99889,100410,99705,96366,99620,104155,100857,99713,99719,100343,96552,96809,101071,97530,96194,99935,103402,97703,100244,97484,101740,100253,100754,103426,102872,96527,99795,96475,97296,96534,101233,100244,104030,97840,97007,96203,100048,102659,100641,99885,99802,101491,99157,99817,96887,100231,96657,101865,101568,104047,95834
2019-04-06,97390,93389,95326,101477,93232,96946,94611,95232,99614,94128,97899,99926,98250,94988,94855,93449,98157,100804,100645,94116,98345,97166,97355,94807,94196,95054,93827,93809,98524,95437,96329,97101,100734,94054,97089,95588,94032,100737,98425,97799,97299,93864,98086,97956,99204,94343,93634,96618,99052,93418,101379,100799,100057,97162,94688,94241,95833,96867,93731,99231,98438,97255,99532,95145,101057,100431,93301,93333,97454,98685,97958,96882,99181,101480,94198,97072,93629,100777,95303,98348,97505,101611,94947,97142,100551,94763,96550,97011,94013,97905,98004,97849,96382,100538,99795,94896,100041,94185,99917,101411,93577,97875,97674,99041,93832,94527,96705,99826,93760,93180,94265,99726,94414,95130,93673,100873,93647,94638,94217,94543,98211,97233,100669,96931,94142,96993,100226,94717,93558,93968,96329,94195,93770,98018,99316,95277,97604,95341,93699,93822,98693,99870,100994,94152,101407,99183,96424,93931,99653,93986,100580,102040,97429,98094,94128,95052,99985,99425,99586,93639,97207,94890,94104,99508,97904,94104,93692,97620,97581,99694,96470,100832,97530,98458,100375,97353,98005,101084,98252,99739,100800,94383,97242,98479,96998,99305,98340,94572,94385,97768,93552,98023,98143,98543,94734,94371,94143,98146,95101,100695,97513,98684,95361,94113,98813,94072,93919,99725,96423,94924,97373,93797,98708,98387,97652,93998,98088,97505,99026,93872,98087,95680,97402,99329,96769,97815,97530,98528,99754,93112,100107,95693,100690,96931,94154,97125,94033,97249,101087,94547,97154,95338,100098,94850,94055,100596,97950,93997,95727,93904,94773,97207,94380,98148,97166,94761,97216,94578,97625,97193,100646,100774,93446,96582,97865,97154,94799,95020,93559,95139,94063,94530,99115,98275,97254,94131,97097,99540,98233,93940,98685,94770,98107,94360,97365,97036,93893,97137,99274,94277,96826,97142,101066,100947,93609,94376,93899,100707,98688,96338,94000,95361,93910,94836,97212,99013,97981,100816,99917,99211,95093,99048,97764,96912,98021,100608,94133,100431,93732,98675,93569,98206,94163,95334,93907,94371,98100,97311,93591,95925,95005,99811,94385,93477,95547,93388,101074,97411,97078,99211,95725,95772,97335,94448,94616,99454,97583,98094,97132,95317,93788,98275,96526,94576,99627,99404,99849,97972,97845,94895,100443,99709,97096,100622,100457,94787,95271,94387,95534,98358,94804,97426,100526,93938,101250,94039,94518,100597,97421,96933,99831,93852,98148,93557,94773,99874,97855,99464,97585,97003,93739,100041,94358,95082,100234,94008,94031,97978,93924,101171,94947,93864,93787,93725,97371,98159,93805,94896,95620,97601,94118,100885,98600,94012,94486,93892,93805,97261,93418,97859,95446,97261,94676,97019,93543,94067,93766,95161,99826,99918,95787,100997,100018,96924,94118,98548,100441,97384,101245,93379,98148,97243,99919,98339,97365,98225,97568,95383,97827,97314,97786,97129,93731,97012,101589,98250,97167,97173,97796,93989,94218,98473,94916,93583,97326,100847,95042,97694,94884,99178,97698,98151,100849,100329,93938,97205,93871,94642,93911,98561,97645,101395,95224,94366,93592,97404,99977,98059,97325,97292,98918,96564,97307,94281,97602,94045,99254,98978,101428,93118
2019-04-07,94862,90809,92844,98933,90616,94343,92091,92698,97087,91614,95398,97328,95714,92438,92317,90919,95649,98282,98080,91590,95871,94687,94851,92312,91705,92476,91330,91303,95937,92914,93819,94562,98200,91594,94549,93042,91485,98203,95891,95304,94791,91338,95555,95458,96702,91856,91148,94133,96518,90827,98845,98277,97574,94606,92102,91742,93336,94318,91171,96712,95904,94734,97026,92583,98550,97916,90698,90768,94966,96116,95471,94400,96587,98936,91699,94502,91100,98269,92776,95794,95039,99084,92432,94609,98034,92229,94058,94478,91527,95392,95538,95304,93902,98016,97281,92385,97493,91684,97347,98857,90971,95308,95187,96507,91315,92026,94194,97302,91252,90628,91771,97224,91847,92604,91142,98290,91157,92058,91680,92009,95677,94752,98133,94461,91612,94398,97704,92234,90986,91429,93819,91684,91236,95533,96764,92786,95091,92834,91169,91288,96123,97261,98552,91652,98844,96676,93949,91387,97180,91517,98043,99528,94880,95547,91597,92514,97403,96893,97044,91105,94663,92350,91572,97014,95315,91642,91168,95125,95072,97193,93961,98345,95004,95841,97842,94821,95440,98496,95698,97237,98278,91907,94721,95937,94502,96792,95866,92018,91812,95242,91048,95535,95653,96016,92184,91862,91616,95643,92565,98142,94968,96114,92824,91577,96266,91537,91390,97224,93912,92404,94876,91243,96122,95853,95164,91447,95558,95039,96481,91348,95497,93157,94847,96875,94203,95247,95004,95925,97138,90545,97553,93166,98229,94461,91629,94552,91517,94715,98498,92013,94676,92743,97545,92316,91517,98012,95441,91458,93214,91420,92232,94677,91816,95622,94687,92222,94686,92048,95131,94622,98104,98243,90872,94069,95311,94676,92270,92476,91010,92597,91534,91966,96598,95683,94719,91610,94582,97006,95640,91395,96115,92228,95631,91832,94881,94508,91391,94597,96678,91760,94332,94569,98490,98440,91094,91785,91337,98218,96102,93830,91459,92824,91341,92310,94667,96473,95432,98324,97316,96707,92552,96508,95207,94326,95475,98034,91604,97916,91237,96106,91007,95705,91631,92831,91391,91776,95572,94735,91077,93450,92494,97300,91812,90941,92992,90808,98573,94856,94560,96660,93212,93262,94764,91854,92096,96925,95040,95564,94593,92835,91209,95683,94007,92065,97103,96862,97254,95484,95357,92365,97871,97170,94557,98055,97923,92264,92780,91911,92996,95826,92272,94966,98005,91393,98655,91579,91940,98079,94870,94463,97357,91364,95646,90987,92220,97385,95312,96905,95042,94465,91200,97493,91848,92607,97712,91467,91464,95405,91398,98622,92447,91295,91277,91143,94886,95605,91312,92366,93143,95088,91567,98394,96030,91459,91940,91342,91300,94749,90827,95307,92950,94749,92124,94529,91039,91553,91250,92629,97302,97342,93282,98555,97526,94409,91567,96021,97916,94914,98696,90774,95645,94676,97343,95792,94881,95693,95059,92849,95298,94808,95234,94623,91171,94474,99089,95714,94689,94694,95317,91497,91701,95944,92375,91046,94788,98357,92456,95212,92356,96684,95212,95619,98339,97852,91420,94686,91339,92064,91363,95963,95117,98830,92680,91800,91055,94833,97369,95545,94833,94848,96413,94041,94862,91748,95045,91506,96713,96458,98877,90481
2019-04-08,92402,88304,90429,96456,88075,91812,89641,90234,94627,89169,92964,94801,93245,89959,89850,88460,93208,95825,95584,89134,93461,92274,92414,89886,89281,89970,88902,88867,93422,90460,91376,92091,95733,89200,92079,90567,89010,95736,93425,92875,92350,88882,93092,93026,94265,89437,88731,91714,94051,88310,96377,95820,95155,92119,89589,89313,90907,91838,88684,94259,93437,92281,94586,90092,96108,95467,88171,88276,92543,93616,93049,91984,94064,96459,89267,92002,88642,95826,90318,93307,92637,96623,89986,92144,95581,89766,91633,92015,89109,92946,93137,92827,91489,95561,94833,89942,95013,89251,94846,96371,88441,92811,92767,94041,88868,89593,91751,94844,88813,88148,89346,94788,89352,90148,88682,95776,88735,89552,89213,89545,93211,92338,95663,92056,89153,91874,95249,89819,88488,88961,91376,89242,88773,93113,94281,90362,92645,90397,88710,88826,93622,94723,96170,89222,96348,94235,91540,88915,94771,89116,95573,97080,92401,93068,89137,90047,94890,94429,94569,88643,92187,89880,89111,94585,92797,89247,88714,92696,92629,94758,91520,95921,92546,93296,95375,92357,92944,95976,93214,94800,95821,89499,92269,93462,92073,94345,93456,89534,89312,92785,88614,93112,93229,93557,89704,89421,89160,93207,90099,95657,92493,93613,90356,89113,93787,89073,88932,94788,91469,89954,92445,88762,93606,93388,92741,88968,93096,92637,94003,88894,92979,90703,92362,94483,91707,92748,92546,93394,94595,88051,95067,90709,95832,92056,89174,92049,89070,92249,95979,89549,92264,90222,95059,89852,89050,95496,92998,88990,90769,89003,89761,92216,89325,93164,92274,89753,92224,89588,92703,92121,95630,95777,88371,91623,92826,92264,89810,90002,88533,90126,89075,89474,94146,93163,92253,89158,92135,94539,93118,88922,93615,89757,93219,89374,92462,92049,88958,92126,94152,89314,91904,92066,95983,95997,88650,89268,88848,95793,93587,91391,88988,90356,88845,89853,92191,94001,92952,95896,94786,94270,90082,94036,92720,91812,92999,95529,89145,95467,88811,93606,88517,93271,89171,90396,88946,89255,93112,92230,88632,91042,90051,94854,89312,88477,90507,88303,96137,92371,92109,94177,90768,90821,92263,89334,89646,94463,92565,93101,92122,90421,88703,93163,91556,89624,94646,94387,94730,93062,92935,89905,95368,94699,92087,95555,95457,89810,90357,89502,90528,93361,89811,92570,95550,88920,96129,89185,89434,95626,92389,92058,94946,88944,93209,88489,89739,94960,92839,94416,92567,91997,88733,95013,89409,90198,95255,88999,88969,92902,88943,96140,90015,88799,88837,88635,92467,93120,88888,89906,90733,92642,89089,95967,93531,88978,89466,88864,88864,92305,88310,92824,90522,92305,89643,92105,88605,89107,88804,90168,94844,94835,90845,96173,95097,91962,89088,93563,95457,92509,96214,88245,93207,92179,94836,93315,92462,93227,92616,90385,92837,92370,92751,92183,88684,92005,96653,93245,92276,92281,92903,89074,89252,93483,89904,88580,92318,95931,89944,92795,89898,94254,92791,93154,95894,95438,88973,92234,88879,89558,88886,93436,92657,96333,90207,89306,88589,92332,94831,93098,92408,92468,93975,91587,92481,89286,92558,89038,94240,94004,96393,87922
