,0
499,-3416.9411005544443
500,-3416.872846890478
501,-3417.441719809377
502,-3416.6306489396316
503,-3416.0251906687436
504,-3416.11373476035
505,-3416.8659121802366
506,-3417.4645606565414
507,-3417.384796876146
508,-3416.996118765292
509,-3418.4107837647725
510,-3419.854307057357
511,-3419.4734473271446
512,-3417.4977088124015
513,-3417.048745074938
514,-3417.288294467196
515,-3416.8723005778384
516,-3417.071725842554
517,-3416.877196094021
518,-3416.902858774426
519,-3417.0360910996596
520,-3417.5154864417045
521,-3417.6753959897924
522,-3417.3189277591296
523,-3416.2926211358936
524,-3415.5394499892927
525,-3414.944553151595
526,-3415.8087472957804
527,-3415.692383359679
528,-3415.7270723423844
529,-3414.832765229057
530,-3414.630194425852
531,-3414.6258300162995
532,-3415.1084682706596
533,-3415.1424566121177
534,-3414.705480880525
535,-3414.3269015219767
536,-3414.250214957424
537,-3414.3685051246334
538,-3414.2818203492425
539,-3416.045552876044
540,-3417.0382129061977
541,-3415.8159170502686
542,-3416.644740298866
543,-3415.724261813305
544,-3415.8182492095866
545,-3415.914843274197
546,-3416.514674180422
547,-3417.5210764047865
548,-3418.664677404916
549,-3419.4841311056057
550,-3421.3974924338527
551,-3420.314783832874
552,-3420.581951194035
553,-3421.7092849130886
554,-3421.264600354729
555,-3422.923182844136
556,-3421.5942686272406
557,-3420.496252666539
558,-3420.860683820949
559,-3420.8193916204646
560,-3421.068433051652
561,-3419.445967346019
562,-3419.4775173220432
563,-3419.9614425971135
564,-3419.455412495665
565,-3420.581346013391
566,-3423.118736427532
567,-3421.9864164793507
568,-3420.4057412582533
569,-3419.280564804235
570,-3419.596648016285
571,-3420.143107556437
572,-3417.794713696756
573,-3417.1201758084226
574,-3416.951213700817
575,-3417.9933647749313
576,-3417.8330637462823
577,-3416.789306687256
578,-3414.5963883754275
579,-3414.7185905074675
580,-3414.4886265573873
581,-3414.301171041412
582,-3414.8965968879593
583,-3414.313773552627
584,-3414.2137249741827
585,-3415.753395396166
586,-3415.6288175608124
587,-3415.8604052576693
588,-3415.8867794644575
589,-3414.3635868736737
590,-3414.420519231344
591,-3414.3729170112556
592,-3415.016200501008
593,-3414.936149729338
594,-3414.987921675998
595,-3416.7003109120883
596,-3416.3888142573787
597,-3414.959192951663
598,-3415.769958544741
599,-3415.790901549259
600,-3415.051707717239
601,-3415.3896455606864
602,-3415.397524737121
603,-3415.348912888523
604,-3415.348867356634
605,-3415.1542497181895
606,-3415.110517839788
607,-3415.078864599567
608,-3415.6306055586756
609,-3414.0160328615234
610,-3414.0246238484688
611,-3414.0617468373057
612,-3414.5790796186984
613,-3414.6505912933962
614,-3414.140393845975
615,-3414.075291570687
616,-3414.299043693576
617,-3414.419621489292
618,-3414.8482212267127
619,-3414.4953366460427
620,-3414.4762306509992
621,-3415.2291514469316
622,-3414.5758518638972
623,-3414.2384614175535
624,-3414.175118955101
625,-3414.331462030921
626,-3414.3721804486095
627,-3415.4682958152366
628,-3416.1065949384874
629,-3415.797414895455
630,-3416.0028313386597
631,-3415.8937753976643
632,-3416.15005487151
633,-3415.4616052118317
634,-3415.832929585561
635,-3415.7014349923734
636,-3415.5161324016044
637,-3415.732301672198
638,-3416.5852217991887
639,-3416.6320381007135
640,-3416.7644551069093
641,-3415.9535529416207
642,-3416.467770780249
643,-3417.729724920893
644,-3415.9422519055815
645,-3416.237543874593
646,-3416.6509861180666
647,-3416.754259511968
648,-3416.6272738452676
649,-3416.974842219819
650,-3416.1630754434736
651,-3416.4561590650646
652,-3414.6988547680703
653,-3415.0343181382873
654,-3414.9193351430104
655,-3414.844507138466
656,-3414.2273180925527
657,-3414.173624213209
658,-3414.1356445231527
659,-3414.4488753118167
660,-3414.744302029683
661,-3414.2204967090975
662,-3413.989940181304
663,-3413.9228511239653
664,-3415.28010844287
665,-3415.1309494959205
666,-3413.9894875842415
667,-3415.2757267238103
668,-3415.3585409990137
669,-3415.170571750796
670,-3415.3076436557167
671,-3415.5211939113456
672,-3413.869913177699
673,-3414.1184657457097
674,-3413.6738714683897
675,-3413.7337152079263
676,-3413.698716514097
677,-3414.0564935757475
678,-3414.0473075224
679,-3413.848023475993
680,-3414.8407213724067
681,-3414.6493580935603
682,-3414.7488437621614
683,-3414.7516450564235
684,-3414.0678336925366
685,-3413.9865782017737
686,-3414.2867859657545
687,-3414.564010641057
688,-3414.9112726101257
689,-3414.5358800335985
690,-3414.497447605578
691,-3414.1388270216416
692,-3414.914041070426
693,-3414.5556529488595
694,-3415.2918369468025
695,-3415.299037268166
696,-3415.3709146996734
697,-3416.3542251012395
698,-3415.7195658736428
699,-3416.217498602289
700,-3416.643912923893
701,-3416.670357170057
702,-3416.8064317676954
703,-3417.329799236613
704,-3416.5779808518764
705,-3416.801828077794
706,-3418.7393326448637
707,-3417.6418068140338
708,-3416.6452497103
709,-3417.049046626106
710,-3417.0460141223016
711,-3421.4928242519163
712,-3418.3310683616587
713,-3418.141342957962
714,-3416.8094899680145
715,-3416.8333958249887
716,-3416.765712085169
717,-3418.2055102835548
718,-3418.7734702675366
719,-3418.8459298126054
720,-3417.3541549920837
721,-3417.7914283618375
722,-3418.709816794712
723,-3415.07084620754
724,-3414.781013840713
725,-3414.5619994288318
726,-3414.2753862601458
727,-3414.3865923062413
728,-3414.3914998773616
729,-3416.212598952626
730,-3415.617694093881
731,-3414.4712977117288
732,-3414.3548350339506
733,-3414.1626816203925
734,-3415.0577323851758
735,-3414.4934468453416
736,-3415.057034591484
737,-3415.059447377949
738,-3415.1505233348844
739,-3414.210862308467
740,-3414.5108844625347
741,-3414.638175428953
742,-3414.9054621823943
743,-3414.8355604479966
744,-3414.2327790537606
745,-3414.3420532399277
746,-3414.4517594304834
747,-3414.8082380211163
748,-3414.668760841065
749,-3414.6514745296977
750,-3414.791951118122
751,-3414.069586617541
752,-3414.2113832098794
753,-3413.7413193621896
754,-3414.1092380974633
755,-3414.2204195747963
756,-3414.563153998583
757,-3414.613840808758
758,-3414.0784622281462
759,-3414.894554893908
760,-3414.956588716348
761,-3414.616164653464
762,-3416.441500904061
763,-3416.433246813048
764,-3416.3758965247225
765,-3416.3980760182512
766,-3414.7796801113873
767,-3415.416843282173
768,-3415.1739641807508
769,-3414.8441360138468
770,-3415.550969723513
771,-3414.800911828484
772,-3414.7844820057835
773,-3414.0004843470647
774,-3413.99959892749
775,-3414.004089085514
776,-3414.0058404521196
777,-3414.1312715258555
778,-3415.310998078413
779,-3414.989152714461
780,-3416.636046856164
781,-3416.6479587300273
782,-3414.841960389542
783,-3415.4643876409077
784,-3415.5166817884756
785,-3415.0408024024105
786,-3415.1335561189326
787,-3415.413095766739
788,-3415.771741730797
789,-3415.763308742185
790,-3415.4007136217115
791,-3415.8412543073273
792,-3415.2646462954076
793,-3415.2567198465676
794,-3416.228576048721
795,-3415.257542280213
796,-3414.9440899270044
797,-3414.857429302405
798,-3414.6699214257687
799,-3414.845409405548
800,-3414.4997640466054
801,-3414.160173091368
802,-3414.089690741427
803,-3414.378745224337
804,-3414.1808300099196
805,-3414.203633542002
806,-3415.0986244552087
807,-3415.36138379984
808,-3415.454090790864
809,-3414.8805130036817
810,-3414.844697756229
811,-3415.2242810526313
812,-3415.558188327289
813,-3414.972155770804
814,-3414.3509308416533
815,-3414.730766118805
816,-3414.9748628812267
817,-3414.462197418996
818,-3415.2449305787077
819,-3414.2700815433845
820,-3414.524458185213
821,-3414.3303240846676
822,-3414.4471272039646
823,-3414.3745030581904
824,-3414.589509169631
825,-3414.4110643038393
826,-3414.625615939167
827,-3414.3738406650145
828,-3414.3746877978397
829,-3414.610646867893
830,-3414.5899021774476
831,-3414.7851800638455
832,-3415.1955894497814
833,-3415.0827724216906
834,-3414.781774004835
835,-3414.630131573661
836,-3414.415402869118
837,-3414.692512649121
838,-3414.527281793996
839,-3414.515168269646
840,-3416.7872404024547
841,-3417.076369111617
842,-3417.332248815357
843,-3415.113770700696
844,-3414.5640467267226
845,-3414.256253111479
846,-3413.900642438547
847,-3413.7441909790064
848,-3413.7710661617334
849,-3414.2594590551357
850,-3414.3559120537584
851,-3413.876810610648
852,-3415.499195863348
853,-3415.575081052861
854,-3414.642922332577
855,-3415.328458803191
856,-3414.4641859823832
857,-3413.927290778217
858,-3414.4200194232435
859,-3414.577411113139
860,-3414.901197764225
861,-3414.7535796937173
862,-3415.0723791154523
863,-3415.1327288299517
864,-3414.948075679078
865,-3414.71435497254
866,-3414.9130070126475
867,-3414.4315983380448
868,-3416.4644293171855
869,-3413.866109300834
870,-3413.618796188659
871,-3413.849730040237
872,-3413.840980684431
873,-3413.8332063603766
874,-3414.179818198926
875,-3415.03331539235
876,-3414.3144541526226
877,-3414.439334303628
878,-3414.432286304932
879,-3414.3054170194673
880,-3414.199831661951
881,-3414.540077628762
882,-3414.1864307128285
883,-3415.5703969687215
884,-3415.1291818401555
885,-3414.2780314719384
886,-3414.309659903753
887,-3414.2107445498223
888,-3414.7536815005606
889,-3414.7137567386553
890,-3414.5203954322174
891,-3414.514600011999
892,-3414.1541854770335
893,-3414.509573720439
894,-3413.9034255235683
895,-3414.117766331853
896,-3414.300259944032
897,-3414.5304978638446
898,-3414.1225918737973
899,-3414.957978452648
900,-3414.674429546866
901,-3414.7972127369194
902,-3414.863526374797
903,-3414.6704787879157
904,-3415.0054634358794
905,-3415.114922223283
906,-3414.9494526718527
907,-3414.717427115009
908,-3414.327039605406
909,-3414.4275133300107
910,-3415.185682261421
911,-3415.263530062425
912,-3415.1393722841017
913,-3415.4199008395026
914,-3415.0188601215887
915,-3414.2653255832133
916,-3414.025441034237
917,-3414.325807030167
918,-3414.3901644713114
919,-3414.5958410499798
920,-3414.635369973541
921,-3417.4310302657213
922,-3415.0288804597203
923,-3415.3531820215267
924,-3415.280324880153
925,-3414.3759112091207
926,-3414.20045129388
927,-3414.359930813669
928,-3414.5752484779787
929,-3414.6357296060696
930,-3414.566217661175
931,-3414.5452596423893
932,-3414.5448946158235
933,-3415.367428675138
934,-3417.083195194702
935,-3416.356790967161
936,-3415.594908575127
937,-3415.595437302048
938,-3414.9657063971526
939,-3415.7533457363143
940,-3417.428730565065
941,-3416.128748387026
942,-3416.057345597958
943,-3415.6487986799525
944,-3415.6778475329716
945,-3414.9685585340994
946,-3414.9270118787276
947,-3415.1090297732153
948,-3415.8409656017407
949,-3416.599007082167
950,-3417.52910953722
951,-3416.559298833178
952,-3415.6891454515153
953,-3415.5675456143554
954,-3416.220962670154
955,-3415.6679255496065
956,-3415.713202546692
957,-3415.8238833566706
958,-3415.561780179303
959,-3415.1397710204246
960,-3415.5573401120046
961,-3415.686807071041
962,-3415.63062759707
963,-3415.4298570545216
964,-3415.4503918020064
965,-3415.5198808017576
966,-3415.3986172490086
967,-3415.545952114908
968,-3415.698418489651
969,-3415.7473775341496
970,-3415.4023527217705
971,-3414.697881389042
972,-3414.753047517123
973,-3414.74862329962
974,-3414.66166631516
975,-3414.5050880832737
976,-3415.0037456854743
977,-3415.321016130086
978,-3415.5767779530115
979,-3415.374894921285
980,-3417.369088921735
981,-3417.5144731025302
982,-3417.659514876702
983,-3418.5775542959054
984,-3416.385398334864
985,-3416.1771210215843
986,-3415.870310015641
987,-3417.1609349611003
988,-3417.9148412679447
989,-3418.772234422299
990,-3416.3020669508733
991,-3415.936105428723
992,-3416.4562217017733
993,-3416.0284602986007
994,-3414.7821372570997
995,-3414.546301608567
996,-3414.457414582818
997,-3414.582281653613
998,-3414.674978683506
999,-3414.4742839128635
1000,-3414.503669843447
1001,-3414.3163093550165
1002,-3414.17432943385
1003,-3414.958408834426
1004,-3414.765319322103
1005,-3414.0574687470416
1006,-3414.103059241629
1007,-3414.1619546944653
1008,-3416.047809748471
1009,-3416.025999222981
1010,-3413.8946757758968
1011,-3415.1845905240925
1012,-3414.358625858161
1013,-3415.0492762176473
1014,-3414.0093516062234
1015,-3413.9875192782365
1016,-3414.369498564374
1017,-3413.9846982309873
1018,-3414.4116370481756
1019,-3413.983262509836
1020,-3414.031667666339
1021,-3414.180943760176
1022,-3413.9433166138188
1023,-3413.9735962354507
1024,-3414.082458112276
1025,-3414.1025077888003
1026,-3414.1513648318014
1027,-3414.24720049339
1028,-3414.9790127579217
1029,-3414.840939342019
1030,-3414.9050561971117
1031,-3414.579643543927
1032,-3415.0333275091534
1033,-3414.5898723542596
1034,-3414.6569653701818
1035,-3414.7998255878747
1036,-3414.0842819622467
1037,-3413.8822364013986
1038,-3413.916226704216
1039,-3413.9743790745288
1040,-3413.9721286869226
1041,-3415.1951690044343
1042,-3415.7850236688987
1043,-3414.9704961854522
1044,-3414.7224361771796
1045,-3416.5277926403505
1046,-3417.343042056606
1047,-3417.823993341765
1048,-3415.0154407311925
1049,-3415.1638540771874
1050,-3413.919971653395
1051,-3414.173083427516
1052,-3414.739947467996
1053,-3414.7422897296883
1054,-3414.1730921685066
1055,-3414.5209294657934
1056,-3415.0188337183235
1057,-3414.588638042249
1058,-3416.9685185811722
1059,-3416.680544491206
1060,-3417.385035868651
1061,-3416.0341810816926
1062,-3415.1640638033737
1063,-3415.17376364971
1064,-3415.1836706285453
1065,-3415.177096234882
1066,-3415.1816826520476
1067,-3416.433925753022
1068,-3415.402452064998
1069,-3413.927902380099
1070,-3414.6069817388798
1071,-3414.649903542896
1072,-3414.532118997483
1073,-3414.6596343034107
1074,-3415.027671743588
1075,-3415.379331288398
1076,-3415.4114111699582
1077,-3414.750483221315
1078,-3414.1928441255777
1079,-3415.5048599346346
1080,-3416.3974163074245
1081,-3416.455882840178
1082,-3415.7648340189285
1083,-3415.6966547022857
1084,-3414.459987273367
1085,-3413.993732961701
1086,-3413.6769890291807
1087,-3414.756772732798
1088,-3413.8005461595885
1089,-3413.7774081422267
1090,-3413.6565927527645
1091,-3413.7235688408123
1092,-3413.698231126104
1093,-3413.7372875529472
1094,-3413.615794264206
1095,-3413.840123368752
1096,-3414.0106409384452
1097,-3414.1004990980146
1098,-3414.361739577491
1099,-3413.8929004756965
1100,-3413.668435730111
1101,-3414.3797364914476
1102,-3413.8031025291975
1103,-3413.7645409412935
1104,-3413.8044377302763
1105,-3415.411282493854
1106,-3415.3444937142176
1107,-3413.9423787439882
1108,-3413.952786209871
1109,-3414.442930377081
1110,-3413.8233093299323
1111,-3414.319555547825
1112,-3413.8561616071547
1113,-3414.580894175811
1114,-3414.4181279895993
1115,-3414.663607501104
1116,-3415.016737621978
1117,-3414.2756626523596
1118,-3414.269299060977
1119,-3414.2824290674007
1120,-3414.6654350730623
1121,-3414.327369137485
1122,-3414.9929715776843
1123,-3415.169727970802
1124,-3415.2442371684137
1125,-3415.076524909448
1126,-3415.2481652743704
1127,-3413.877292988273
1128,-3414.0117087957847
1129,-3414.3953458762335
1130,-3414.1616441162514
1131,-3414.3782356501233
1132,-3414.270064596234
1133,-3414.6800177341656
1134,-3414.9447075762328
1135,-3414.6575786011917
1136,-3414.5027600163976
1137,-3414.545561363556
1138,-3414.7170580041266
1139,-3414.149973392139
1140,-3414.0464247586706
1141,-3413.983801124323
1142,-3414.0630672210873
1143,-3414.7443606166466
1144,-3417.1353667640187
1145,-3415.285508970969
1146,-3414.3567053940733
1147,-3414.4932592545892
1148,-3414.499778849986
1149,-3414.6616838419914
1150,-3414.9949331224684
1151,-3414.7643620703925
1152,-3415.069296473999
1153,-3414.7946498817905
1154,-3414.270235540889
1155,-3415.8247707029604
1156,-3414.674132982439
1157,-3414.566521016658
1158,-3414.267843268564
1159,-3416.1476256909073
1160,-3415.9025530475747
1161,-3415.281784991036
1162,-3416.3218617937387
1163,-3415.6829204190376
1164,-3419.7537345795818
1165,-3420.0527832160797
1166,-3419.021078888558
1167,-3415.9669711940705
1168,-3415.515750032769
1169,-3415.472809423671
1170,-3415.4190166615244
1171,-3416.214682693571
1172,-3417.6466109273506
1173,-3416.6157239514177
1174,-3416.676486147462
1175,-3416.474195222204
1176,-3416.5424809455617
1177,-3417.781275851593
1178,-3417.775721961379
1179,-3418.210216737673
1180,-3418.5945322172065
1181,-3415.860582957195
1182,-3416.2906290172923
1183,-3416.070935843288
1184,-3416.0243505357353
1185,-3416.709166411622
1186,-3415.1721938701216
1187,-3414.870032772611
1188,-3416.2922820835447
1189,-3417.106355267517
1190,-3416.7332567787003
1191,-3415.5092800754487
1192,-3415.4474580269407
1193,-3415.752982593365
