,C1_lm,a_gamma_lm,b_gamma_lm,coef_flow,beta,const_flow,stage_flow,std_lm,met_input
1168,29404528.250,1.000,36.907,-6316.135,1.189,-37808.188,15.500,120073.571,Rch_000
1169,29404528.250,1.000,36.907,-6316.135,1.190,-37808.188,15.500,120073.571,Rch_000
1170,29404528.250,1.000,36.824,-6316.135,1.190,-37808.188,15.500,120073.571,Rch_000
1171,29404528.250,1.000,36.824,-6297.656,1.190,-37808.188,15.500,120073.571,Rch_000
1172,29404528.250,1.000,36.824,-6281.481,1.190,-37808.188,15.500,120073.571,Rch_000
1173,29404528.250,1.000,36.836,-6281.481,1.190,-37808.188,15.500,120073.571,Rch_000
1174,29404528.250,1.000,36.492,-6281.481,1.190,-37808.188,15.500,120073.571,Rch_000
1175,29404528.250,1.000,36.492,-6278.811,1.190,-37808.188,15.500,120073.571,Rch_000
1176,29404528.250,1.000,36.492,-6278.811,1.193,-37808.188,15.500,120073.571,Rch_000
1177,29404528.250,1.000,36.492,-6267.336,1.193,-37808.188,15.500,120073.571,Rch_000
1178,29404528.250,1.000,36.492,-6267.336,1.193,-37855.904,15.500,120073.571,Rch_000
1179,29404528.250,1.000,36.492,-6267.336,1.193,-37855.904,15.500,119932.940,Rch_000
1180,29404528.250,1.000,37.108,-6267.336,1.193,-37855.904,15.500,119932.940,Rch_000
1181,29404528.250,1.000,37.108,-6267.336,1.193,-37855.904,15.500,110660.611,Rch_000
1182,29404528.250,1.000,36.995,-6267.336,1.193,-37855.904,15.500,110660.611,Rch_000
1183,29404528.250,1.000,36.995,-6291.982,1.193,-37855.904,15.500,110660.611,Rch_000
1184,29404528.250,1.000,36.995,-6291.982,1.193,-37855.904,15.500,105373.068,Rch_000
1185,29404528.250,1.000,36.919,-6291.982,1.193,-37855.904,15.500,105373.068,Rch_000
1186,29404528.250,1.000,36.919,-6291.982,1.191,-37855.904,15.500,105373.068,Rch_000
1187,29414003.172,1.000,36.919,-6291.982,1.191,-37855.904,15.500,105373.068,Rch_000
1188,29414003.172,1.000,36.919,-6303.930,1.191,-37855.904,15.500,105373.068,Rch_000
1189,29414003.172,1.000,36.919,-6303.930,1.191,-37855.904,15.500,114802.169,Rch_000
1190,29414003.172,1.000,36.919,-6325.006,1.191,-37855.904,15.500,114802.169,Rch_000
1191,29414003.172,1.000,36.919,-6297.811,1.191,-37855.904,15.500,114802.169,Rch_000
1192,29414003.172,1.000,36.919,-6297.811,1.191,-37855.904,15.500,116922.015,Rch_000
1193,29414003.172,1.000,37.045,-6297.811,1.191,-37855.904,15.500,116922.015,Rch_000
1194,29414003.172,1.000,37.083,-6297.811,1.191,-37855.904,15.500,116922.015,Rch_000
1195,29414003.172,1.000,37.083,-6297.811,1.191,-37855.904,15.500,114098.477,Rch_000
1196,29414003.172,1.000,37.083,-6296.824,1.191,-37855.904,15.500,114098.477,Rch_000
1197,29414003.172,1.000,37.083,-6296.824,1.189,-37855.904,15.500,114098.477,Rch_000
1198,29414003.172,1.000,37.083,-6299.958,1.189,-37855.904,15.500,114098.477,Rch_000
1199,29414003.172,1.000,37.083,-6299.958,1.189,-37855.904,15.500,104580.899,Rch_000
1200,29414003.172,1.000,36.460,-6299.958,1.189,-37855.904,15.500,104580.899,Rch_000
1201,29414003.172,1.000,36.424,-6299.958,1.189,-37855.904,15.500,104580.899,Rch_000
1202,29414003.172,1.000,36.424,-6299.958,1.191,-37855.904,15.500,104580.899,Rch_000
1203,29414003.172,1.000,36.424,-6299.958,1.191,-37855.904,15.500,108691.919,Rch_000
1204,29414003.172,1.000,36.424,-6299.958,1.191,-37855.904,15.500,114578.213,Rch_000
1205,29414003.172,1.000,36.424,-6299.958,1.191,-37855.904,15.500,114595.717,Rch_000
1206,29414003.172,1.000,36.667,-6299.958,1.191,-37855.904,15.500,114595.717,Rch_000
1207,29414003.172,1.000,36.667,-6299.958,1.191,-37855.904,15.500,117248.579,Rch_000
1208,29414003.172,1.000,36.667,-6299.958,1.191,-37855.904,15.500,115076.889,Rch_000
1209,29414003.172,1.000,36.376,-6299.958,1.191,-37855.904,15.500,115076.889,Rch_000
1210,29414003.172,1.000,36.376,-6299.958,1.192,-37855.904,15.500,115076.889,Rch_000
1211,29414003.172,1.000,36.376,-6299.958,1.192,-37855.904,15.500,115933.606,Rch_000
1212,29414003.172,1.000,36.587,-6299.958,1.192,-37855.904,15.500,115933.606,Rch_000
1213,29414003.172,1.000,36.587,-6299.958,1.192,-37855.904,15.500,115815.429,Rch_000
1214,29414003.172,1.000,36.587,-6299.958,1.192,-37855.904,15.500,110544.549,Rch_000
1215,29414003.172,1.000,36.280,-6299.958,1.192,-37855.904,15.500,110544.549,Rch_000
1216,29414003.172,1.000,36.280,-6299.958,1.194,-37855.904,15.500,110544.549,Rch_000
1217,29414003.172,1.000,36.280,-6269.786,1.194,-37855.904,15.500,110544.549,Rch_000
1218,29414003.172,1.000,36.072,-6269.786,1.194,-37855.904,15.500,110544.549,Rch_000
1219,29414003.172,1.000,36.072,-6247.780,1.194,-37855.904,15.500,110544.549,Rch_000
1220,29414003.172,1.000,36.072,-6247.780,1.194,-37855.904,15.500,108940.811,Rch_000
1221,29414003.172,1.000,36.191,-6247.780,1.194,-37855.904,15.500,108940.811,Rch_000
1222,29414003.172,1.000,36.569,-6247.780,1.194,-37855.904,15.500,108940.811,Rch_000
1223,29414003.172,1.000,36.569,-6247.817,1.194,-37855.904,15.500,108940.811,Rch_000
1224,29414003.172,1.000,36.696,-6247.817,1.194,-37855.904,15.500,108940.811,Rch_000
1225,29447146.929,1.000,36.696,-6247.817,1.194,-37855.904,15.500,108940.811,Rch_000
1226,29447146.929,1.000,36.696,-6247.817,1.194,-37855.904,15.500,110949.941,Rch_000
1227,29447146.929,1.000,36.866,-6247.817,1.194,-37855.904,15.500,110949.941,Rch_000
1228,29447146.929,1.000,36.866,-6247.817,1.194,-38238.690,15.500,110949.941,Rch_000
1229,29506422.263,1.000,36.866,-6247.817,1.194,-38238.690,15.500,110949.941,Rch_000
1230,29506422.263,1.000,36.866,-6249.853,1.194,-38238.690,15.500,110949.941,Rch_000
1231,29506422.263,1.000,37.176,-6249.853,1.194,-38238.690,15.500,110949.941,Rch_000
1232,29506422.263,1.000,37.281,-6249.853,1.194,-38238.690,15.500,110949.941,Rch_000
1233,29506422.263,1.000,37.281,-6249.853,1.197,-38238.690,15.500,110949.941,Rch_000
1234,29506422.263,1.000,37.281,-6249.853,1.197,-38238.690,15.500,110949.941,Rch_000
1235,29506422.263,1.000,37.281,-6249.853,1.197,-37621.779,15.500,110949.941,Rch_000
1236,29506422.263,1.000,37.281,-6249.853,1.202,-37621.779,15.500,110949.941,Rch_000
1237,29506422.263,1.000,36.934,-6249.853,1.202,-37621.779,15.500,110949.941,Rch_000
1238,29506422.263,1.000,36.934,-6249.853,1.202,-37621.779,15.500,112263.747,Rch_000
1239,29506422.263,1.000,36.934,-6249.853,1.200,-37621.779,15.500,112263.747,Rch_000
1240,29506422.263,1.000,36.385,-6249.853,1.200,-37621.779,15.500,112263.747,Rch_000
1241,29506422.263,1.000,36.385,-6236.686,1.200,-37621.779,15.500,112263.747,Rch_000
1242,29506422.263,1.000,36.385,-6236.686,1.200,-37621.779,15.500,112263.747,Rch_000
1243,29506422.263,1.000,36.385,-6236.686,1.200,-38089.076,15.500,112263.747,Rch_000
1244,29508701.112,1.000,36.385,-6236.686,1.200,-38089.076,15.500,112263.747,Rch_000
1245,29508701.112,1.000,36.297,-6236.686,1.200,-38089.076,15.500,112263.747,Rch_000
1246,29508701.112,1.000,36.297,-6212.532,1.200,-38089.076,15.500,112263.747,Rch_000
1247,29508701.112,1.000,36.484,-6212.532,1.200,-38089.076,15.500,112263.747,Rch_000
1248,29508701.112,1.000,36.484,-6212.532,1.200,-38089.076,15.500,108046.918,Rch_000
1249,29508701.112,1.000,36.484,-6212.532,1.200,-38089.076,15.500,113254.729,Rch_000
1250,29508701.112,1.000,36.484,-6212.532,1.198,-38089.076,15.500,113254.729,Rch_000
1251,29508701.112,1.000,36.641,-6212.532,1.198,-38089.076,15.500,113254.729,Rch_000
1252,29508701.112,1.000,36.657,-6212.532,1.198,-38089.076,15.500,113254.729,Rch_000
1253,29508701.112,1.000,36.657,-6223.022,1.198,-38089.076,15.500,113254.729,Rch_000
1254,29508701.112,1.000,37.317,-6223.022,1.198,-38089.076,15.500,113254.729,Rch_000
1255,29508701.112,1.000,37.317,-6223.022,1.198,-38089.076,15.500,103853.362,Rch_000
1256,29508701.112,1.000,37.317,-6230.110,1.198,-38089.076,15.500,103853.362,Rch_000
1257,29508701.112,1.000,37.317,-6230.110,1.198,-38137.927,15.500,103853.362,Rch_000
1258,29508701.112,1.000,37.317,-6230.110,1.198,-37652.619,15.500,103853.362,Rch_000
1259,29508701.112,1.000,37.713,-6230.110,1.198,-37652.619,15.500,103853.362,Rch_000
1260,29508701.112,1.000,37.854,-6230.110,1.198,-37652.619,15.500,103853.362,Rch_000
1261,29508701.112,1.000,37.854,-6230.110,1.198,-37652.619,15.500,105704.399,Rch_000
1262,29508701.112,1.000,37.854,-6234.140,1.198,-37652.619,15.500,105704.399,Rch_000
1263,29508701.112,1.000,37.588,-6234.140,1.198,-37652.619,15.500,105704.399,Rch_000
1264,29508701.112,1.000,36.903,-6234.140,1.198,-37652.619,15.500,105704.399,Rch_000
1265,29508701.112,1.000,36.903,-6265.872,1.198,-37652.619,15.500,105704.399,Rch_000
1266,29508701.112,1.000,36.830,-6265.872,1.198,-37652.619,15.500,105704.399,Rch_000
1267,29508701.112,1.000,37.143,-6265.872,1.198,-37652.619,15.500,105704.399,Rch_000
1268,29508701.112,1.000,36.781,-6265.872,1.198,-37652.619,15.500,105704.399,Rch_000
1269,29508701.112,1.000,36.781,-6260.422,1.198,-37652.619,15.500,105704.399,Rch_000
1270,29508701.112,1.000,36.781,-6243.613,1.198,-37652.619,15.500,105704.399,Rch_000
1271,29508701.112,1.000,36.781,-6259.716,1.198,-37652.619,15.500,105704.399,Rch_000
1272,29508701.112,1.000,36.392,-6259.716,1.198,-37652.619,15.500,105704.399,Rch_000
1273,29508701.112,1.000,36.392,-6259.716,1.198,-37652.619,15.500,99704.632,Rch_000
1274,29508701.112,1.000,36.392,-6259.716,1.198,-37652.619,15.500,104004.240,Rch_000
1275,29433541.801,1.000,36.392,-6259.716,1.198,-37652.619,15.500,104004.240,Rch_000
1276,29433541.801,1.000,36.392,-6259.716,1.198,-37652.619,15.500,102988.927,Rch_000
1277,29433541.801,1.000,35.980,-6259.716,1.198,-37652.619,15.500,102988.927,Rch_000
1278,29433541.801,1.000,35.980,-6259.716,1.197,-37652.619,15.500,102988.927,Rch_000
1279,29433541.801,1.000,35.980,-6259.716,1.197,-37652.619,15.500,103322.420,Rch_000
1280,29454782.376,1.000,35.980,-6259.716,1.197,-37652.619,15.500,103322.420,Rch_000
1281,29454782.376,1.000,35.980,-6299.176,1.197,-37652.619,15.500,103322.420,Rch_000
1282,29454782.376,1.000,35.980,-6299.176,1.197,-37652.619,15.500,98126.031,Rch_000
1283,29454782.376,1.000,35.980,-6279.635,1.197,-37652.619,15.500,98126.031,Rch_000
1284,29454782.376,1.000,35.980,-6279.635,1.197,-37652.619,15.500,103578.047,Rch_000
1285,29454782.376,1.000,35.980,-6279.635,1.197,-37652.619,15.500,106022.909,Rch_000
1286,29454782.376,1.000,36.472,-6279.635,1.197,-37652.619,15.500,106022.909,Rch_000
1287,29454782.376,1.000,36.367,-6279.635,1.197,-37652.619,15.500,106022.909,Rch_000
1288,29454782.376,1.000,36.367,-6279.635,1.197,-37652.619,15.500,113330.246,Rch_000
1289,29454782.376,1.000,36.942,-6279.635,1.197,-37652.619,15.500,113330.246,Rch_000
1290,29454782.376,1.000,36.942,-6281.227,1.197,-37652.619,15.500,113330.246,Rch_000
1291,29454782.376,1.000,36.942,-6256.919,1.197,-37652.619,15.500,113330.246,Rch_000
1292,29454782.376,1.000,37.080,-6256.919,1.197,-37652.619,15.500,113330.246,Rch_000
1293,29454782.376,1.000,37.156,-6256.919,1.197,-37652.619,15.500,113330.246,Rch_000
1294,29454782.376,1.000,37.156,-6256.919,1.197,-37652.619,15.500,106702.386,Rch_000
1295,29454782.376,1.000,37.190,-6256.919,1.197,-37652.619,15.500,106702.386,Rch_000
1296,29454782.376,1.000,37.190,-6271.313,1.197,-37652.619,15.500,106702.386,Rch_000
1297,29454782.376,1.000,37.190,-6233.386,1.197,-37652.619,15.500,106702.386,Rch_000
1298,29454782.376,1.000,37.190,-6233.386,1.197,-37652.619,15.500,107831.838,Rch_000
1299,29448041.468,1.000,37.190,-6233.386,1.197,-37652.619,15.500,107831.838,Rch_000
1300,29448041.468,1.000,37.190,-6233.386,1.197,-37879.368,15.500,107831.838,Rch_000
1301,29448041.468,1.000,37.190,-6233.386,1.197,-37879.368,15.500,107239.052,Rch_000
1302,29448041.468,1.000,37.190,-6233.386,1.197,-37879.368,15.500,114326.451,Rch_000
1303,29448041.468,1.000,37.190,-6225.310,1.197,-37879.368,15.500,114326.451,Rch_000
1304,29448041.468,1.000,37.548,-6225.310,1.197,-37879.368,15.500,114326.451,Rch_000
1305,29448041.468,1.000,37.548,-6225.310,1.197,-37879.368,15.500,106473.201,Rch_000
1306,29448041.468,1.000,37.548,-6225.310,1.197,-37879.368,15.500,104895.961,Rch_000
1307,29448041.468,1.000,37.548,-6231.361,1.197,-37879.368,15.500,104895.961,Rch_000
1308,29448041.468,1.000,37.548,-6231.361,1.197,-37879.368,15.500,110428.718,Rch_000
1309,29448041.468,1.000,37.548,-6231.361,1.197,-37879.368,15.500,100563.273,Rch_000
1310,29426895.710,1.000,37.548,-6231.361,1.197,-37879.368,15.500,100563.273,Rch_000
1311,29426895.710,1.000,37.548,-6220.939,1.197,-37879.368,15.500,100563.273,Rch_000
1312,29426895.710,1.000,37.548,-6220.939,1.197,-37879.368,15.500,99521.157,Rch_000
1313,29426895.710,1.000,37.548,-6220.939,1.195,-37879.368,15.500,99521.157,Rch_000
1314,29426895.710,1.000,37.548,-6219.260,1.195,-37879.368,15.500,99521.157,Rch_000
1315,29426895.710,1.000,37.548,-6246.442,1.195,-37879.368,15.500,99521.157,Rch_000
1316,29426895.710,1.000,37.548,-6246.442,1.195,-37963.139,15.500,99521.157,Rch_000
1317,29426895.710,1.000,37.548,-6246.442,1.195,-37963.139,15.500,106307.497,Rch_000
1318,29426895.710,1.000,37.548,-6246.442,1.195,-37491.487,15.500,106307.497,Rch_000
1319,29426895.710,1.000,37.400,-6246.442,1.195,-37491.487,15.500,106307.497,Rch_000
1320,29426895.710,1.000,37.400,-6246.442,1.200,-37491.487,15.500,106307.497,Rch_000
1321,29426895.710,1.000,37.400,-6246.442,1.200,-37017.146,15.500,106307.497,Rch_000
1322,29426895.710,1.000,37.400,-6246.442,1.200,-37017.146,15.500,112744.635,Rch_000
1323,29426895.710,1.000,37.400,-6246.442,1.200,-37017.146,15.500,108113.154,Rch_000
1324,29426895.710,1.000,37.400,-6245.720,1.200,-37017.146,15.500,108113.154,Rch_000
1325,29426895.710,1.000,37.262,-6245.720,1.200,-37017.146,15.500,108113.154,Rch_000
1326,29426895.710,1.000,37.262,-6245.720,1.200,-37017.146,15.500,114843.170,Rch_000
1327,29426895.710,1.000,37.262,-6245.720,1.199,-37017.146,15.500,114843.170,Rch_000
1328,29426895.710,1.000,37.262,-6258.439,1.199,-37017.146,15.500,114843.170,Rch_000
1329,29426895.710,1.000,37.262,-6258.439,1.199,-37017.146,15.500,114843.170,Rch_000
1330,29426895.710,1.000,37.262,-6258.439,1.199,-37017.146,15.500,106804.879,Rch_000
1331,29426895.710,1.000,37.262,-6271.857,1.199,-37017.146,15.500,106804.879,Rch_000
1332,29426895.710,1.000,36.737,-6271.857,1.199,-37017.146,15.500,106804.879,Rch_000
1333,29426895.710,1.000,36.737,-6271.857,1.199,-37124.164,15.500,106804.879,Rch_000
1334,29426895.710,1.000,36.698,-6271.857,1.199,-37124.164,15.500,106804.879,Rch_000
1335,29426895.710,1.000,36.503,-6271.857,1.199,-37124.164,15.500,106804.879,Rch_000
1336,29426895.710,1.000,36.503,-6277.434,1.199,-37124.164,15.500,106804.879,Rch_000
1337,29426895.710,1.000,36.753,-6277.434,1.199,-37124.164,15.500,106804.879,Rch_000
1338,29426895.710,1.000,36.957,-6277.434,1.199,-37124.164,15.500,106804.879,Rch_000
1339,29426895.710,1.000,37.351,-6277.434,1.199,-37124.164,15.500,106804.879,Rch_000
1340,29426895.710,1.000,37.351,-6268.068,1.199,-37124.164,15.500,106804.879,Rch_000
1341,29426895.710,1.000,36.905,-6268.068,1.199,-37124.164,15.500,106804.879,Rch_000
1342,29426895.710,1.000,36.905,-6268.068,1.199,-37124.164,15.500,101296.475,Rch_000
1343,29426895.710,1.000,36.905,-6268.068,1.199,-37124.164,15.500,100990.872,Rch_000
1344,29426895.710,1.000,36.905,-6257.052,1.199,-37124.164,15.500,100990.872,Rch_000
1345,29426895.710,1.000,36.905,-6257.052,1.199,-37124.164,15.500,106657.606,Rch_000
1346,29426895.710,1.000,36.905,-6278.808,1.199,-37124.164,15.500,106657.606,Rch_000
1347,29426895.710,1.000,36.905,-6247.958,1.199,-37124.164,15.500,106657.606,Rch_000
1348,29426895.710,1.000,36.905,-6247.958,1.201,-37124.164,15.500,106657.606,Rch_000
1349,29426895.710,1.000,36.837,-6247.958,1.201,-37124.164,15.500,106657.606,Rch_000
1350,29426895.710,1.000,36.837,-6247.958,1.201,-37124.164,15.500,106233.538,Rch_000
1351,29426895.710,1.000,36.837,-6238.162,1.201,-37124.164,15.500,106233.538,Rch_000
1352,29426895.710,1.000,36.837,-6238.162,1.200,-37124.164,15.500,106233.538,Rch_000
1353,29426895.710,1.000,36.837,-6238.162,1.200,-37124.164,15.500,112223.778,Rch_000
1354,29426895.710,1.000,36.837,-6259.571,1.200,-37124.164,15.500,112223.778,Rch_000
1355,29426895.710,1.000,36.148,-6259.571,1.200,-37124.164,15.500,112223.778,Rch_000
1356,29426895.710,1.000,36.148,-6259.571,1.203,-37124.164,15.500,112223.778,Rch_000
1357,29426895.710,1.000,36.148,-6259.571,1.203,-37124.164,15.500,112223.778,Rch_000
1358,29426895.710,1.000,36.148,-6225.201,1.203,-37124.164,15.500,112223.778,Rch_000
1359,29426895.710,1.000,36.357,-6225.201,1.203,-37124.164,15.500,112223.778,Rch_000
1360,29426895.710,1.000,36.357,-6232.504,1.203,-37124.164,15.500,112223.778,Rch_000
1361,29426895.710,1.000,36.686,-6232.504,1.203,-37124.164,15.500,112223.778,Rch_000
1362,29378297.127,1.000,36.686,-6232.504,1.203,-37124.164,15.500,112223.778,Rch_000
1363,29378297.127,1.000,36.686,-6232.504,1.203,-37124.164,15.500,115398.327,Rch_000
1364,29378297.127,1.000,36.686,-6216.562,1.203,-37124.164,15.500,115398.327,Rch_000
1365,29378297.127,1.000,36.686,-6216.562,1.203,-36992.109,15.500,115398.327,Rch_000
1366,29378297.127,1.000,36.686,-6216.562,1.203,-36992.109,15.500,111233.300,Rch_000
1367,29378297.127,1.000,36.896,-6216.562,1.203,-36992.109,15.500,111233.300,Rch_000
1368,29378297.127,1.000,36.638,-6216.562,1.203,-36992.109,15.500,111233.300,Rch_000
1369,29378297.127,1.000,36.638,-6216.562,1.203,-36992.109,15.500,113028.970,Rch_000
1370,29378297.127,1.000,36.638,-6216.562,1.203,-37195.060,15.500,113028.970,Rch_000
1371,29378297.127,1.000,36.347,-6216.562,1.203,-37195.060,15.500,113028.970,Rch_000
1372,29378297.127,1.000,36.347,-6216.562,1.203,-37241.073,15.500,113028.970,Rch_000
1373,29378297.127,1.000,36.347,-6216.562,1.202,-37241.073,15.500,113028.970,Rch_000
1374,29378297.127,1.000,36.347,-6203.528,1.202,-37241.073,15.500,113028.970,Rch_000
1375,29378297.127,1.000,36.681,-6203.528,1.202,-37241.073,15.500,113028.970,Rch_000
1376,29378297.127,1.000,36.681,-6192.319,1.202,-37241.073,15.500,113028.970,Rch_000
1377,29378297.127,1.000,36.681,-6199.989,1.202,-37241.073,15.500,113028.970,Rch_000
1378,29378297.127,1.000,36.681,-6199.989,1.202,-37299.665,15.500,113028.970,Rch_000
1379,29378297.127,1.000,35.981,-6199.989,1.202,-37299.665,15.500,113028.970,Rch_000
1380,29312739.963,1.000,35.981,-6199.989,1.202,-37299.665,15.500,113028.970,Rch_000
1381,29312739.963,1.000,35.981,-6199.989,1.203,-37299.665,15.500,113028.970,Rch_000
1382,29312739.963,1.000,35.981,-6199.989,1.203,-37227.301,15.500,113028.970,Rch_000
1383,29376933.114,1.000,35.981,-6199.989,1.203,-37227.301,15.500,113028.970,Rch_000
1384,29376933.114,1.000,35.981,-6201.292,1.203,-37227.301,15.500,113028.970,Rch_000
1385,29376933.114,1.000,35.847,-6201.292,1.203,-37227.301,15.500,113028.970,Rch_000
1386,29376933.114,1.000,35.847,-6201.292,1.203,-37268.191,15.500,113028.970,Rch_000
1387,29376933.114,1.000,36.367,-6201.292,1.203,-37268.191,15.500,113028.970,Rch_000
1388,29382442.010,1.000,36.367,-6201.292,1.203,-37268.191,15.500,113028.970,Rch_000
1389,29382442.010,1.000,36.367,-6201.292,1.203,-37268.191,15.500,105347.313,Rch_000
1390,29382442.010,1.000,36.367,-6190.166,1.203,-37268.191,15.500,105347.313,Rch_000
1391,29382442.010,1.000,36.697,-6190.166,1.203,-37268.191,15.500,105347.313,Rch_000
1392,29382442.010,1.000,36.697,-6170.603,1.203,-37268.191,15.500,105347.313,Rch_000
1393,29382442.010,1.000,36.697,-6170.603,1.203,-37268.191,15.500,111926.103,Rch_000
1394,29382442.010,1.000,36.728,-6170.603,1.203,-37268.191,15.500,111926.103,Rch_000
1395,29382442.010,1.000,36.728,-6170.603,1.203,-37268.191,15.500,113299.340,Rch_000
1396,29382442.010,1.000,36.456,-6170.603,1.203,-37268.191,15.500,113299.340,Rch_000
1397,29254347.190,1.000,36.456,-6170.603,1.203,-37268.191,15.500,113299.340,Rch_000
1398,29254347.190,1.000,36.456,-6170.603,1.203,-37268.191,15.500,112468.769,Rch_000
1399,29254347.190,1.000,37.042,-6170.603,1.203,-37268.191,15.500,112468.769,Rch_000
1400,29254347.190,1.000,37.042,-6171.573,1.203,-37268.191,15.500,112468.769,Rch_000
1401,29326642.761,1.000,37.042,-6171.573,1.203,-37268.191,15.500,112468.769,Rch_000
1402,29351792.128,1.000,37.042,-6171.573,1.203,-37268.191,15.500,112468.769,Rch_000
1403,29351792.128,1.000,37.145,-6171.573,1.203,-37268.191,15.500,112468.769,Rch_000
1404,29351792.128,1.000,37.145,-6171.737,1.203,-37268.191,15.500,112468.769,Rch_000
1405,29351792.128,1.000,37.351,-6171.737,1.203,-37268.191,15.500,112468.769,Rch_000
1406,29351792.128,1.000,36.753,-6171.737,1.203,-37268.191,15.500,112468.769,Rch_000
1407,29351792.128,1.000,36.825,-6171.737,1.203,-37268.191,15.500,112468.769,Rch_000
1408,29351792.128,1.000,36.825,-6171.737,1.203,-37268.191,15.500,115690.258,Rch_000
1409,29351792.128,1.000,36.825,-6193.506,1.203,-37268.191,15.500,115690.258,Rch_000
1410,29351792.128,1.000,36.825,-6204.744,1.203,-37268.191,15.500,115690.258,Rch_000
1411,29351792.128,1.000,36.825,-6204.744,1.203,-37268.191,15.500,112216.527,Rch_000
1412,29351792.128,1.000,36.825,-6204.744,1.199,-37268.191,15.500,112216.527,Rch_000
1413,29351792.128,1.000,36.825,-6204.744,1.199,-37268.191,15.500,108529.842,Rch_000
1414,29351792.128,1.000,36.825,-6204.744,1.199,-37268.191,15.500,109743.662,Rch_000
1415,29351792.128,1.000,36.825,-6217.696,1.199,-37268.191,15.500,109743.662,Rch_000
1416,29351792.128,1.000,37.401,-6217.696,1.199,-37268.191,15.500,109743.662,Rch_000
1417,29351792.128,1.000,37.555,-6217.696,1.199,-37268.191,15.500,109743.662,Rch_000
1418,29351792.128,1.000,37.555,-6221.752,1.199,-37268.191,15.500,109743.662,Rch_000
1419,29351792.128,1.000,37.555,-6221.752,1.199,-37268.191,15.500,104634.420,Rch_000
1420,29351792.128,1.000,37.555,-6221.752,1.199,-37268.191,15.500,110729.096,Rch_000
1421,29351792.128,1.000,37.138,-6221.752,1.199,-37268.191,15.500,110729.096,Rch_000
1422,29351792.128,1.000,37.267,-6221.752,1.199,-37268.191,15.500,110729.096,Rch_000
1423,29351792.128,1.000,36.946,-6221.752,1.199,-37268.191,15.500,110729.096,Rch_000
1424,29351792.128,1.000,37.124,-6221.752,1.199,-37268.191,15.500,110729.096,Rch_000
1425,29351792.128,1.000,37.124,-6221.752,1.199,-37268.191,15.500,119652.034,Rch_000
1426,29351792.128,1.000,37.124,-6218.742,1.199,-37268.191,15.500,119652.034,Rch_000
1427,29351792.128,1.000,37.124,-6218.742,1.199,-37268.191,15.500,118166.358,Rch_000
1428,29351792.128,1.000,37.124,-6219.001,1.199,-37268.191,15.500,118166.358,Rch_000
1429,29351792.128,1.000,37.321,-6219.001,1.199,-37268.191,15.500,118166.358,Rch_000
1430,29351792.128,1.000,36.839,-6219.001,1.199,-37268.191,15.500,118166.358,Rch_000
1431,29351792.128,1.000,36.839,-6228.661,1.199,-37268.191,15.500,118166.358,Rch_000
1432,29351792.128,1.000,36.839,-6228.661,1.199,-37268.191,15.500,114591.268,Rch_000
1433,29329310.254,1.000,36.839,-6228.661,1.199,-37268.191,15.500,114591.268,Rch_000
1434,29344691.993,1.000,36.839,-6228.661,1.199,-37268.191,15.500,114591.268,Rch_000
1435,29344691.993,1.000,37.030,-6228.661,1.199,-37268.191,15.500,114591.268,Rch_000
1436,29344691.993,1.000,37.030,-6211.087,1.199,-37268.191,15.500,114591.268,Rch_000
1437,29344691.993,1.000,37.030,-6201.852,1.199,-37268.191,15.500,114591.268,Rch_000
1438,29344691.993,1.000,37.698,-6201.852,1.199,-37268.191,15.500,114591.268,Rch_000
1439,29344691.993,1.000,37.698,-6201.852,1.199,-37506.814,15.500,114591.268,Rch_000
1440,29433024.171,1.000,37.698,-6201.852,1.199,-37506.814,15.500,114591.268,Rch_000
1441,29433024.171,1.000,37.706,-6201.852,1.199,-37506.814,15.500,114591.268,Rch_000
1442,29433024.171,1.000,37.706,-6201.852,1.199,-37506.814,15.500,115102.708,Rch_000
1443,29433024.171,1.000,37.706,-6201.852,1.202,-37506.814,15.500,115102.708,Rch_000
1444,29433024.171,1.000,37.706,-6201.852,1.202,-37506.814,15.500,111167.594,Rch_000
1445,29433024.171,1.000,37.706,-6180.829,1.202,-37506.814,15.500,111167.594,Rch_000
1446,29433024.171,1.000,37.389,-6180.829,1.202,-37506.814,15.500,111167.594,Rch_000
1447,29433024.171,1.000,37.692,-6180.829,1.202,-37506.814,15.500,111167.594,Rch_000
1448,29433024.171,1.000,37.692,-6184.391,1.202,-37506.814,15.500,111167.594,Rch_000
1449,29433024.171,1.000,37.692,-6184.391,1.202,-37506.814,15.500,111066.104,Rch_000
1450,29452476.556,1.000,37.692,-6184.391,1.202,-37506.814,15.500,111066.104,Rch_000
1451,29452476.556,1.000,37.043,-6184.391,1.202,-37506.814,15.500,111066.104,Rch_000
1452,29452476.556,1.000,37.043,-6184.391,1.202,-37764.940,15.500,111066.104,Rch_000
1453,29452476.556,1.000,37.043,-6184.391,1.202,-37764.940,15.500,107162.302,Rch_000
1454,29452476.556,1.000,37.043,-6184.391,1.203,-37764.940,15.500,107162.302,Rch_000
1455,29452476.556,1.000,36.876,-6184.391,1.203,-37764.940,15.500,107162.302,Rch_000
1456,29452476.556,1.000,36.876,-6184.391,1.203,-37764.940,15.500,114054.203,Rch_000
1457,29452476.556,1.000,37.292,-6184.391,1.203,-37764.940,15.500,114054.203,Rch_000
