,0
764,-3398.44720806188
765,-3398.5673531968637
766,-3398.5676310030567
767,-3398.580972193147
768,-3398.593333121851
769,-3398.612713094584
770,-3399.412248309452
771,-3399.4367764931444
772,-3399.169251271838
773,-3399.161358164203
774,-3399.123707478724
775,-3398.469656858091
776,-3398.4859432476087
777,-3397.932594492645
778,-3397.8333026487735
779,-3397.835154521511
780,-3399.4946332721775
781,-3398.410564885946
782,-3398.415964688611
783,-3398.4293618871907
784,-3398.422939230406
785,-3401.2788326219106
786,-3401.316401392541
787,-3405.840444655356
788,-3406.7332130938817
789,-3406.5096063326414
790,-3401.492178009107
791,-3401.4901806417547
792,-3401.242519352041
793,-3402.597884464735
794,-3401.16917728887
795,-3400.5460217486097
796,-3400.4927049826365
797,-3400.496579301601
798,-3400.2391062649585
799,-3400.7719014357963
800,-3401.286048399851
801,-3401.2946281172426
802,-3401.3025083758657
803,-3399.2126085442997
804,-3398.846448514024
805,-3398.8286063068035
806,-3399.0538769351742
807,-3399.063288021098
808,-3399.129479712925
809,-3399.118817845393
810,-3399.1287181946273
811,-3399.123372666007
812,-3399.1232699198017
813,-3398.4743578833895
814,-3398.476933494683
815,-3398.475803375275
816,-3399.548894232614
817,-3399.570485537017
818,-3399.601394273206
819,-3399.433344276682
820,-3399.5599563646833
821,-3398.830104741452
822,-3398.6644145808023
823,-3398.626174617356
824,-3397.7124528363106
825,-3397.7949378412486
826,-3397.8901742994217
827,-3397.886306624587
828,-3397.617961507445
829,-3397.6318787753085
830,-3397.6363310429797
831,-3397.6198773094775
832,-3397.6353361769225
833,-3397.6431385620026
834,-3397.634350699979
835,-3397.6230195956514
836,-3397.636598095277
837,-3397.6373915917875
838,-3397.9169361983654
839,-3398.050622765512
840,-3398.030452487469
841,-3398.0180171703755
842,-3398.876286766189
843,-3398.875970038467
844,-3398.8838970603992
845,-3399.599389488234
846,-3400.957065921822
847,-3400.934829386855
848,-3400.8256821824884
849,-3398.2410031905474
850,-3398.2254404774926
851,-3398.2344444248774
852,-3398.2423707780986
853,-3397.9357771323293
854,-3397.934665291377
855,-3398.8127775651465
856,-3398.8167670385446
857,-3398.83717320328
858,-3398.192914683108
859,-3398.18593475628
860,-3398.1790099114432
861,-3397.758283080109
862,-3397.7032966791044
863,-3398.200899755733
864,-3397.863627146572
865,-3397.861942536204
866,-3397.865093016191
867,-3397.4325108086987
868,-3397.4355396325404
869,-3397.4325312894093
870,-3398.600024756098
871,-3398.617245110184
872,-3399.80071516306
873,-3399.811715924762
874,-3399.165743816202
875,-3398.640287154831
876,-3398.6793830002753
877,-3398.47637728142
878,-3398.500086819818
879,-3398.4824071663484
880,-3397.417578217617
881,-3397.4210981555966
882,-3397.433280278671
883,-3397.9424621596722
884,-3397.9499199899765
885,-3398.2863675337303
886,-3398.3021153355203
887,-3398.2815955272736
888,-3398.276937705109
889,-3398.2640184778957
890,-3398.2842728241912
891,-3398.2831409837067
892,-3398.1551229488327
893,-3398.1550961165462
894,-3398.153918377718
895,-3399.8307963296743
896,-3399.8345910486805
897,-3399.922929520684
898,-3399.8973227899623
899,-3399.875220817552
900,-3401.2926773043278
901,-3401.8878087532107
902,-3401.905852122261
903,-3398.2268104556842
904,-3398.200273043143
905,-3398.109965079482
906,-3398.14209278078
907,-3397.8654457623443
908,-3397.862961094141
909,-3397.8792927596774
910,-3397.8640316097403
911,-3397.863263121051
912,-3397.8803166594926
913,-3397.900095109336
914,-3397.61000063531
915,-3397.6096177072704
916,-3397.6093585879253
917,-3397.696672723416
918,-3398.7092769071633
919,-3399.0198045869156
920,-3399.0105034892795
921,-3399.0263589084716
922,-3398.8606243285294
923,-3398.823038974517
924,-3398.8079501725824
925,-3398.806063658999
926,-3398.350618685092
927,-3398.350683191291
928,-3398.34098486013
929,-3398.086928755175
930,-3397.7981779053202
931,-3398.133279874468
932,-3398.133270862269
933,-3397.7059917707616
934,-3397.5018665957623
935,-3397.4955395680754
936,-3397.501538759695
937,-3397.615990149422
938,-3397.5814352767297
939,-3397.9399945775203
940,-3397.9269698795856
941,-3397.9073284158458
942,-3397.9666254068206
943,-3398.9375240992376
944,-3399.160877207703
945,-3398.532625823097
946,-3398.539139460527
947,-3398.433735108226
948,-3398.4168630580457
949,-3398.4027143259846
950,-3398.4329354901615
951,-3400.271905054563
952,-3400.3157220519142
953,-3397.8836716865885
954,-3397.7904971965827
955,-3397.7814545391066
956,-3397.472089204389
957,-3397.9371179103473
958,-3397.9326390413576
959,-3397.9218031271857
960,-3397.916655199906
961,-3397.9564761799315
962,-3397.95549482755
963,-3397.506550316344
964,-3397.509853289507
965,-3397.732735210184
966,-3397.733009122254
967,-3397.5985805806995
968,-3397.602076030469
969,-3397.8750305267195
970,-3397.869954732275
971,-3397.684631396757
972,-3397.75980026689
973,-3398.5127290649
974,-3398.658156330449
975,-3398.685788808214
976,-3399.019727076383
977,-3399.0222330497113
978,-3399.0142316395636
979,-3399.0481946194386
980,-3399.8429397185764
981,-3399.842330233152
982,-3398.2873920517177
983,-3398.289872595178
984,-3398.303455710805
985,-3397.6412467405185
986,-3397.8327213992097
987,-3397.8323619265784
988,-3397.6571893640767
989,-3397.663128977739
990,-3397.37874285977
991,-3397.2999424631553
992,-3397.513572273536
993,-3397.5177841082104
994,-3397.5209066919588
995,-3397.5248394698465
996,-3397.646681537124
997,-3399.6608511533327
998,-3399.654084357994
999,-3398.286182859192
1000,-3398.2873483001217
1001,-3398.0515657620863
1002,-3398.0516482349276
1003,-3398.2122217882466
1004,-3398.207970223868
1005,-3401.7487283879846
1006,-3401.771607824272
1007,-3401.761182696454
1008,-3401.7590261481137
1009,-3401.7650474404427
1010,-3398.1587392323054
1011,-3398.1579620491602
1012,-3398.157215728492
1013,-3398.1962099141556
1014,-3398.203378836241
1015,-3398.323213962864
1016,-3398.3265045384264
1017,-3398.3234316672924
1018,-3398.328087447687
1019,-3398.356328439347
1020,-3398.35632830579
1021,-3397.7130233261137
1022,-3397.4718447079817
1023,-3397.336618396296
1024,-3398.0629920283823
1025,-3398.0514682491525
1026,-3398.032528198648
1027,-3399.08788991979
1028,-3399.096277627914
1029,-3399.103744799014
1030,-3400.561415260784
1031,-3399.641024050205
1032,-3399.382117188729
1033,-3399.346415477555
1034,-3399.1740305122175
1035,-3399.161615093493
1036,-3398.464399262555
1037,-3398.0799620734274
1038,-3398.0799369549613
1039,-3398.0799384392776
1040,-3398.379930838588
1041,-3398.3769906924285
1042,-3398.3788106576058
1043,-3398.38117315168
1044,-3398.3787276663024
1045,-3398.4401573280256
1046,-3398.4585859468443
1047,-3398.4485188502895
1048,-3398.4731544299984
1049,-3398.474599355033
1050,-3398.475733657951
1051,-3398.308273300619
1052,-3398.3265014508206
1053,-3398.3058421908536
1054,-3398.566351422667
1055,-3398.5742414007823
1056,-3398.6785502380553
1057,-3398.6775063909763
1058,-3398.198824487987
1059,-3398.521123742452
1060,-3398.9557942462934
1061,-3398.9645002696793
1062,-3398.2002072789837
1063,-3398.1966115795026
1064,-3398.19796527574
1065,-3400.3675895966817
1066,-3400.368219141796
1067,-3400.3717300795624
1068,-3403.506746598588
1069,-3404.8970021211194
1070,-3398.93061618458
1071,-3397.5001288211124
1072,-3397.509526257475
1073,-3397.7948443529076
1074,-3397.78062835783
1075,-3397.6772770178686
1076,-3397.6711278202793
1077,-3397.6798958513323
1078,-3400.537106380814
1079,-3400.5216728821188
1080,-3400.511335201532
1081,-3400.514051621085
1082,-3401.257732995719
1083,-3401.3415480959543
1084,-3398.276333427904
1085,-3397.790279502481
1086,-3398.050431159937
1087,-3398.049703439189
1088,-3397.7723785984804
1089,-3397.775847382254
1090,-3397.723041723233
1091,-3397.709323552335
1092,-3397.58436420872
1093,-3397.582105104169
1094,-3397.949978837221
1095,-3397.937350362342
1096,-3397.9323909633513
1097,-3399.709699290488
1098,-3399.7078592051075
1099,-3397.631787500105
1100,-3397.619586858405
1101,-3397.629570964752
1102,-3398.055428641582
1103,-3398.052946751007
1104,-3397.704579941002
1105,-3397.6970496813647
1106,-3397.8257136463985
1107,-3398.1747131626134
1108,-3398.7611236312296
1109,-3398.855041947627
1110,-3398.854399901954
1111,-3398.885610650639
1112,-3398.277214002659
1113,-3398.276746677401
1114,-3398.2780285077088
1115,-3398.2782561764134
1116,-3398.276692313627
1117,-3398.2744611601443
1118,-3398.326901107179
1119,-3398.121186988099
1120,-3397.953399352844
1121,-3397.947041774624
1122,-3398.166227975088
1123,-3398.1666313026158
1124,-3398.0194353802426
1125,-3398.023517023261
1126,-3398.0437464711495
1127,-3397.2985832348154
1128,-3397.2904320188263
1129,-3397.4325896789123
1130,-3397.4197604528554
1131,-3397.414306014237
1132,-3397.4234178347147
1133,-3398.736776823666
1134,-3398.7245115790192
1135,-3397.5268993776854
1136,-3397.5297739002995
1137,-3397.5333486408745
1138,-3397.5373320233707
1139,-3397.532992666198
1140,-3397.533523260752
1141,-3397.731118460184
1142,-3397.7325792667043
1143,-3397.7686244109786
1144,-3397.759910248443
1145,-3397.742682125624
1146,-3397.736304843674
1147,-3397.751635010088
1148,-3397.7936758160376
1149,-3397.7646745875863
1150,-3398.462853758864
1151,-3398.4555444039697
1152,-3398.448386862053
1153,-3398.43343555785
1154,-3398.4407992920374
1155,-3398.443378926091
1156,-3397.86877526925
1157,-3399.963017171967
1158,-3399.9686773700923
1159,-3398.200971007509
1160,-3398.1867987214728
1161,-3398.225339400592
1162,-3398.2262358393846
1163,-3397.8853404337733
1164,-3397.922659193299
1165,-3397.92769064768
1166,-3397.9259174278695
1167,-3397.929223107039
1168,-3397.928243747612
1169,-3398.193441838194
1170,-3398.1886928928566
1171,-3398.1958830604167
1172,-3399.009941079411
1173,-3398.9972214706368
1174,-3398.982201806458
1175,-3398.9781148999273
1176,-3397.6211816578225
1177,-3397.6328435293844
1178,-3398.2445237027237
1179,-3398.258885957336
1180,-3400.1493015090036
1181,-3400.1508472553064
1182,-3400.14707956693
1183,-3400.1536309526273
1184,-3400.1471841360744
1185,-3400.6206580880294
1186,-3398.9711471823607
1187,-3398.9447358822786
1188,-3399.2938608543927
1189,-3398.3976237263087
1190,-3398.4180304097185
1191,-3398.437018783952
1192,-3397.531847262063
1193,-3397.5299917714046
1194,-3397.531225466576
1195,-3397.5280298149446
