,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
2019-04-01 00:00:00,106147,122354,110840,108981,109894,127356,111094,121858,111360,121922,106622,118182,122151,134938,114391,117666,107033,120572,120367,107320,104913,106823,120127,133469,125117,131308,107004,116301,116361,112308,127978,131216,114830,137283,110214,125995,132016,117729,114159,114790,125103,114211,114715,127220,113320,121141,117767,113382,111492,111048,126444,108082,111676,117341,127498,106714,113087,134075,116175,109102,142381,112717,120269,130972,116310,117633,119098,103478,122030,125265,124146,130193,111224,121306,127479,107068,117991,125858,116192,114834,88933,104794,119428,133998,118421,108127,126618,108365,110772,111888,122802,126660,111378,114988,113000,123915,120614,122051,126497,129450,118634,114212,109225,116118,123395,121342,134560,124074,127789,109862,125981,124109,107335,112800,105170,135979,120536,118272,131058,116196,121220,123540,106840,119776,108530,120044,111893,114383,118798,117537,130843,119908,123207,114397,116736,111186,131781,95605,109544,110721,116137,105118,110936,119294,99374,122861,123063,112404,127726,118008,117002,108976,132299,111748,114516,124445,126048,103715,115351,108239,128818,114050,97006,113178,131484,105754,127155,106623,129556,109792,113599,105905,128718,114712,117465,101814,122763,103527,107010,111162,127102,126566,114229,109264,108666,112614,110425,109923,123131,107688,129192,139351,96653,126984,106285,111349,113148,122202,120806,102693,114454,104587,121519,115290,112421,134227,103844,116093,104622,137922,110918,116340,129481,103105,118596,112589,128305,129343,96882,109047,106757,108756,123112,130886,113675,129656,119908,115083,128022,119232,127202,116553,132389,125700,111311,121318,110214,111866,107970,112241,124108,130372,109261,123924,129747,103415,111204,117416,124105,110955,106369,122387,118289,110574,112980,128882,109748,107201,123011,112418,127689,107750,119556,118143,123372,117976,123659,120323,126270,103933,122758,117010,111781,109674,113375,123349,108407,133653,117241,108577,102154,104995,123756,124381,110742,109554,108960,106090,131052,122730,104101,117483,116137,103109,121108,107531,117712,113159,124871,129385,125270,130305,122176,96943,123200,126230,111825,125874,112017,123575,112566,121337,118383,110934,121316,132019,139997,124005,113127,94118,126034,112061,120990,116322,115060,112059,127208,108970,125418,123135,124297,127788,105515,122581,120453,111048,113597,119773,108122,121833,121848,123892,122441,127401,116205,137570,112065,113167,127901,108292,122608,96576,122927,111714,113092,123128,120422,131445,119966,122642,126868,124061,111976,125255,111274,125103,103488,96943,118676,114230,126942,128351,110877,107747,104087,97652,97428,115271,134460,114597,121472,110836,119890,107097,134900,123682,110862,121813,110848,105451,133753,134259,105905,125182,126584,105352,125842,116109,112243,106474,106921,126584,109618,118032,112160,118450,110620,109023,122578,109973,97744,112537,123900,116509,102838,103743,110743,119108,113818,120424,128265,117674,133252,130535,128494,116756,116007,116986,120375,126449,117189,116481,111595,128110,113966,128246,112046,103468,111491,106607,104562,120019,109837,137922,123206,109052,115208,110608,111531,127694,103592,117625,123120,125789,121685,93770,120758,113229,114075,100626,131221,120393,109178,122402,116285,116182,125106,126868,125078,116468,122672,114972,128534,126504,110677,124517,113793,123881,117452,99325,136794,112081,122741,113833,126378,111417,118798,116416,106320,117716,120007,113402,125265,118395,121948,105500,114603,119534,130993,105512
2019-04-02 00:00:00,109918,125454,115239,113232,115076,131284,114965,125397,115480,125481,110701,121567,126174,138054,118095,122569,111503,123977,124166,111354,108363,111679,124691,136882,128948,134226,111742,120861,120795,116518,131313,133964,119248,140454,115270,129388,136633,121479,118917,119557,128860,118261,118322,131437,117477,124385,121868,117263,116066,115880,129218,112664,116110,120019,131393,110626,117410,139027,120675,112780,145243,118122,124105,134116,120111,121485,123212,107017,126028,129362,127360,134157,114019,125165,130610,112128,121877,129110,119542,118322,93617,109447,122822,136941,121453,113096,130335,112376,115248,116388,127449,130555,115956,119062,116940,127836,124955,125584,130171,132856,122466,118169,113751,120125,127942,124873,138070,127361,131798,113822,129490,127705,112917,115733,109997,139969,124000,122020,135027,119702,125863,128296,111097,123231,112907,124453,115678,119291,122461,121282,134121,123579,127466,118244,120665,113983,135653,100612,113503,114728,119744,109353,114933,123474,104414,126050,126853,117331,131843,121738,120978,113296,136421,115779,117983,128397,129357,107813,119344,112556,132548,118640,101731,117025,135210,110766,130496,111035,133211,113805,116785,109684,132114,118751,121703,104933,125854,108386,110794,115487,130431,129740,118126,114027,113300,116668,114359,114102,127209,112385,132467,141757,101794,131221,110030,115688,115820,125500,125057,107425,118402,109563,124636,119335,115750,137746,108548,120746,108315,140784,115212,120664,133222,107121,122822,116570,131916,133194,101572,112162,111790,113796,127255,133741,117865,133574,124460,119450,131331,123041,131027,120286,135901,128879,115651,125632,114974,115890,111942,115865,127745,133549,113969,126961,133144,108773,115230,121637,128359,115152,110393,126377,122296,114310,116831,132235,114574,110982,126767,116743,132120,111910,122790,121276,127214,122858,127301,124312,129645,107849,126406,121425,116115,113868,117564,126299,112500,137598,120725,113168,106511,109133,127242,128589,115095,113727,113362,110148,135247,125704,108625,121492,120275,107842,125369,112065,121506,116676,128564,132848,128054,133247,125761,102473,127752,130159,115853,129486,116612,127124,116886,125508,122269,114254,125386,135417,142862,127757,117168,98022,129468,116115,125427,120277,119068,116259,130599,113782,128801,127058,127887,131516,109256,126259,124139,115430,117746,123280,112436,126156,125172,127647,125233,130902,119862,140971,116143,115937,131626,112966,125710,101719,125717,116624,116940,126750,123956,135497,123485,126158,129563,128394,116405,128501,115663,128860,108348,102473,123198,117528,130900,132066,115439,111623,107643,102065,102589,119475,137379,118741,125430,114839,123454,111113,137817,127973,115151,125531,115555,109486,136862,136866,109684,128488,129666,109211,128466,119663,116424,110943,111340,129666,112800,122247,115812,122303,115366,113218,125241,114174,102513,116628,128336,120634,107129,107845,115580,123026,117685,125307,131846,121371,136848,133445,131891,120911,120072,121211,124314,130202,120841,121008,115486,131940,118729,131670,115910,107671,115930,111269,108944,123502,114482,140784,126563,113151,119888,115458,114705,130717,107854,122090,126202,129303,125562,98759,125071,117297,117675,105340,133896,124510,112712,125867,120286,120524,128942,129563,128563,120344,126405,118176,131023,130089,115021,127897,118129,127281,121506,104236,140434,116965,126458,117955,130736,115143,122925,120657,110899,122599,123482,117760,129362,122447,127051,109490,118968,123860,134391,110006
2019-04-03 00:00:00,113174,128226,118923,116846,119364,134674,118283,128508,118992,128588,114171,124555,129620,140823,121292,126652,115267,126999,127450,114794,111384,115695,128520,139883,132253,136880,115704,124691,124544,120099,134259,136501,122953,143289,119451,132362,140507,124740,122889,123537,132127,121716,121487,135020,121003,127246,125355,120595,119904,119896,131751,116510,119853,122489,134755,114000,121076,143143,124490,115979,147859,122573,127424,136920,123380,124787,126713,110097,129445,132871,130247,137556,116607,128498,133388,116284,125223,131998,122500,121385,97544,113320,125811,139633,124188,117214,133595,115825,119023,120174,131326,133909,119797,122538,120316,131201,128613,128690,133345,135836,125773,121543,117543,123558,131769,127946,141120,130285,135251,117205,132565,130812,117493,118388,114008,143375,127037,125269,138417,122778,129735,132255,114692,126269,116592,128154,118959,123344,125628,124539,137050,126757,131090,121565,124032,116572,138966,104775,116906,118156,122894,112949,118344,127039,108602,128879,130114,121440,135311,124964,124351,116953,139929,119225,121045,131794,132289,111304,122768,116173,135759,122494,105683,120345,138416,114914,133446,114770,136381,117224,119635,112942,135100,122207,125295,107750,128607,112426,114064,119120,133366,132572,121484,118003,117160,120121,117757,117660,130683,116319,135355,144046,106034,134809,113242,119341,118316,128416,128655,111388,121778,113688,127434,122772,118696,140805,112483,124619,111497,143398,118825,124325,136463,110528,126404,119989,135049,136504,105475,114943,115971,117955,130788,136389,121438,136905,128292,123117,134274,126320,134330,123503,138968,131723,119305,129280,118952,119322,115343,119015,130918,136359,117896,129716,136135,113165,118688,125182,131930,118705,113852,129805,125738,117566,120112,135205,118597,114246,129989,120410,135845,115433,125698,124103,130520,126907,130471,127728,132606,111207,129588,125157,119770,117414,121111,128968,115974,140979,123764,117016,110181,112659,130300,132143,118777,117275,117086,113617,138794,128393,112442,124914,123811,111790,128980,115834,124794,119740,131780,135856,130622,135934,128856,107015,131584,133544,119297,132625,120468,130202,120529,129070,125588,117209,128859,138411,145458,130996,120625,101387,132512,119559,129143,123656,122484,119821,133592,117754,131793,130400,130990,134750,112500,129456,127351,119131,121283,126346,116091,129804,128149,130889,127797,133984,123049,143967,119618,118485,134857,116846,128466,105960,128263,120720,120218,129878,127077,138949,126555,129244,132073,132038,120138,131371,119374,132127,112390,107015,126987,120462,134272,135267,119266,114960,110753,105786,106846,123058,140031,122264,128836,118264,126540,114557,140466,131594,118753,128754,119479,112947,139639,139305,112942,131412,132445,112531,130901,122774,119948,114708,115064,132445,115645,125803,118985,125591,119337,116785,127732,117751,106493,120133,132069,124144,110766,111342,119591,126397,120995,129360,134994,124575,139958,136097,134898,124438,123546,124793,127662,133444,124021,124811,118844,135227,122706,134673,119248,111261,119694,115170,112647,126529,118369,143398,129527,116644,123799,119485,117553,133437,111437,125853,128979,132384,128886,102883,128713,120763,120821,109276,136400,128008,115804,128882,123719,124194,132246,132073,131633,123683,129659,121029,133365,133186,118697,130858,121786,130249,124960,108311,143614,121026,129678,121483,134424,118370,126445,124256,114738,126652,126545,121445,132871,125893,131258,112895,122637,127511,137379,113797
2019-04-04 00:00:00,121116,135674,127438,125195,128471,142729,126345,136262,127223,136382,122377,132197,137792,148252,129211,135524,123776,134656,135433,122981,119096,124547,137113,147556,140256,144169,124463,133279,133025,128407,141878,143618,131446,150780,128476,140030,149153,132683,131654,132341,140062,129905,129337,143351,129276,134779,133611,128665,128552,128714,138925,125121,128352,129567,142791,122082,129470,152097,133075,123852,155091,131856,135443,144400,131357,132844,134980,117873,137622,141073,137737,145653,123794,136526,140833,125340,133268,139547,130134,129131,106272,122029,133478,146930,131579,126161,141538,123966,127536,128743,139996,141976,128447,130765,128406,139284,137022,136439,141221,143532,133803,129682,126114,131726,140341,135730,148896,137839,143430,125317,140293,138637,126921,125695,122821,151504,134761,133200,146537,130528,138431,141009,123042,133969,125079,136662,126912,132252,133531,132475,144645,134654,139446,129582,132138,123760,147004,113741,125025,126313,130721,121313,126466,135343,117630,136380,138093,130378,143567,132865,132487,125376,148191,127405,128753,139920,139854,119515,130908,124592,143693,131113,114427,128363,146360,123892,141084,123258,144260,125391,127141,120893,142742,130410,133663,115185,136011,121257,122060,127544,140955,140042,129552,126759,125834,128343,125873,125950,138915,125032,142944,150912,115106,143163,121207,127777,125394,135998,137024,120138,129905,122626,134844,130987,126295,148590,121207,133328,119392,150630,127216,132724,144428,118717,134732,128103,142885,144530,114207,122381,124949,126952,139056,143632,129780,144995,136869,131583,141876,134331,142339,131452,146715,139182,127742,137656,127734,127484,123451,126862,138788,143863,126613,137055,143804,122442,126859,133517,140312,127033,122006,137969,133891,125520,128147,142812,127390,122212,137964,128808,144330,123712,133247,131524,138562,135764,138348,135852,140283,119272,137468,133620,128170,125728,129403,136291,124196,149073,131511,125666,118633,120936,138031,140458,127221,125548,125564,121825,147095,135739,121001,133061,132112,120548,137331,124426,132797,127508,139665,143573,137786,143242,136671,116401,140161,141630,127475,140476,129077,137979,128930,137334,133655,124795,137081,146081,152684,138948,128828,109433,140185,127771,137640,131778,130646,128108,141266,126579,139432,138505,138809,142688,120451,137315,135244,127605,129557,134074,124494,138206,135774,138843,134972,141728,130938,151626,127849,125625,142792,125581,135908,115034,135415,129640,128250,137742,134876,147140,134310,136990,139174,140454,128646,138890,127825,140062,121221,116401,135555,128013,142371,143184,127886,122995,118528,114264,115937,131414,147322,130536,136924,126418,134359,122719,147754,139979,127142,136655,128197,121115,147058,146307,120893,139015,139832,120563,137923,130574,128266,123243,123563,139832,123148,134126,126873,133626,128073,125063,134799,126063,115286,128343,140588,132381,119145,119597,128447,134475,129027,138248,142775,132496,147783,143378,142576,132709,131762,133148,135759,141396,131867,133365,126904,143248,131476,142358,127295,119599,128234,123851,121091,134253,127048,150630,137181,124869,132500,128309,125017,140795,119799,134383,136378,140116,136926,111856,137133,128942,128654,117998,143467,136269,123572,136601,131881,132641,140242,139174,139360,131718,137569,128541,140277,141001,127131,138516,130202,137914,133155,117213,151486,129896,137592,129752,142872,126307,134697,132612,123375,135539,134263,129865,141073,134072,140322,121052,131099,135930,145009,122327
2019-04-05 00:00:00,127893,141998,134928,132415,136498,149588,133312,142820,134308,143031,129462,138665,144835,154530,136017,143292,131149,141119,142271,130066,125671,132349,144588,154072,147107,150297,132139,140747,140361,135578,148351,149516,138856,157120,136454,146571,156692,139464,139328,140095,146818,136971,136044,150567,136436,141164,140786,135633,136142,136446,144951,132616,135734,135462,149645,129025,136721,160006,140568,130557,161138,140059,142319,150751,138194,139821,142166,124513,144715,148103,144004,152589,129788,143402,147133,133414,140161,145941,136625,135733,113929,129704,140000,153029,137827,134049,148332,130940,134907,136225,147578,148909,136041,137893,135355,146232,144309,142991,147955,150126,140716,136742,133586,138783,147773,142396,155574,144196,150488,132304,146833,145346,135282,131856,130548,158503,141345,139965,153535,137122,146080,148672,130281,140499,132512,144118,133688,140130,140341,139249,151097,141437,146669,136450,139140,129754,153918,121616,132008,133347,137389,128587,133436,142527,125613,142738,144948,138265,150755,139589,139538,132703,155352,134468,135276,146931,146223,126583,137912,131952,150510,138617,122084,135230,153206,131808,147595,130628,151014,132456,133491,127688,149209,137513,140952,121424,142249,128984,128947,134896,147369,146330,136483,134407,133444,135487,132866,133111,146058,132644,149421,156581,123109,150425,128091,135133,131265,142428,144304,127793,136940,130485,141044,138135,132720,155278,128836,141003,126161,156683,134519,139990,151284,125843,141944,135053,149590,151428,121894,128665,132825,134892,146199,149678,137041,151996,144307,138986,148321,141234,149208,138297,153309,145434,135099,144885,135440,134522,130406,133571,145524,150254,134237,143158,150328,130705,133886,140781,147651,134281,128996,145023,140901,132337,135092,149227,135057,129038,144858,136064,151701,130887,139626,137717,145503,143539,145103,142825,146862,126189,144216,140937,135440,132950,136576,142472,131310,156026,138143,133244,126003,128110,144607,147672,134563,132679,132927,128920,154289,141947,128423,140076,139331,128237,144553,131970,139679,134152,146376,150174,143750,149374,143372,124715,147599,148564,134535,147207,136556,144619,136220,144433,140623,131187,144200,152603,158739,145771,135932,116305,146653,134902,145046,138795,137702,135253,147802,134378,145889,145531,145512,149492,127271,143987,141977,134987,136709,140626,131777,145491,142231,145670,140962,148302,137699,158120,134986,131557,149593,133304,142232,123040,141368,137504,135192,144514,141532,154215,140919,143563,145075,147776,136064,145233,135140,146818,128950,124715,143025,134349,149341,149976,135426,129877,125132,121627,123961,138692,153454,137698,143835,133448,141088,129748,153883,147261,134455,143387,135825,128133,153304,152077,127688,145481,146006,127460,143737,137235,135528,130677,130972,146006,129497,141354,133646,140567,135684,132183,140654,133248,123013,135398,148025,139485,126400,126762,136272,141409,135930,146088,149346,139301,154491,149487,149108,139864,138868,140424,142754,148217,138535,140790,133818,150160,139156,148899,134207,126831,135689,131429,128402,140842,134642,156683,143709,131968,140111,136035,131279,146982,127075,141810,142589,146663,143832,119792,144471,135970,135340,125622,149302,143439,130181,143198,138923,140006,147078,145075,145912,138596,144286,134899,145975,147701,134458,145047,137508,144452,140236,125056,158218,137689,144359,136911,150212,133118,141823,139864,130942,143379,140806,137145,148103,141128,148351,128115,138493,143253,151445,129715
2019-04-06 00:00:00,133993,147707,141859,138980,143888,155736,139667,148679,140725,149031,135903,144461,151233,160163,142199,150409,137852,146890,148453,136528,131609,139553,151409,159934,153295,155781,139189,147556,147019,142085,154179,154717,145651,162815,143834,152484,163585,145575,146369,147256,152885,143394,142105,157144,142957,146905,147359,141982,143138,143547,150349,139457,142469,140697,155803,135315,143300,167321,147435,136587,166521,147621,148539,156481,144376,146202,148745,130513,151205,154441,149559,158846,135111,149610,152794,140951,146386,151686,142476,141690,120975,136802,145879,158448,143445,141328,154473,137230,141604,143086,154532,155193,143041,144401,141648,152531,150943,148844,154040,156116,147000,143204,140424,145208,154531,148440,161650,149862,156911,138649,152685,151431,143009,137389,137642,164851,147287,146055,159891,143058,153141,155698,136881,146358,139358,150986,139776,147429,146548,145351,156913,147595,153233,142653,145521,135079,160192,128852,138339,139739,143394,135247,139737,149069,133002,148460,151165,145554,157350,145627,145982,139404,161891,140892,141114,153310,151900,132985,144260,138720,156698,145470,129111,141434,159442,139112,153481,137351,157134,138897,139196,133814,155000,143996,147635,126982,147832,136063,135213,141643,153110,151945,142764,141403,140450,142033,139220,139620,152587,139614,155292,161588,130489,157069,134381,141876,136456,148208,150969,134813,143365,137714,146545,144694,138476,161365,135832,148101,132292,162075,141205,146595,157523,132384,148512,141323,155655,157681,128993,134304,140050,142223,152695,155051,143699,158388,151071,145792,154113,147518,155425,144527,159246,150986,141844,151439,142526,140914,136692,139634,151619,156036,141225,148542,156208,138392,140253,147445,154416,140923,135304,151452,147250,138510,141430,154954,142054,135210,151157,142651,158424,137432,145345,143192,151827,150682,151228,149130,152845,132441,150325,147577,142052,139554,143102,148028,137792,162320,144157,140215,132760,134658,150525,154257,141273,139145,139646,135382,160848,147530,135172,146441,145948,135314,151121,138927,145929,140167,152406,156153,149037,154848,149452,132392,154364,154831,140957,153313,143367,150617,142869,150844,146977,136891,150695,158480,164139,151954,142416,122488,152420,141430,151825,145189,144132,141729,153701,141602,151667,151958,151591,155652,133450,149964,148044,141748,143216,146500,138413,152131,148028,151857,146289,154206,143826,163949,141506,136804,155750,140471,147944,130422,146643,144764,141526,150685,147545,160654,146877,149461,150304,154471,142859,150905,141791,152885,136029,132392,149860,139975,155663,156131,142351,136091,131060,128343,131363,145371,158944,144228,150053,139837,147218,136124,159371,153913,141160,149441,142823,134483,158886,157143,133814,151313,151483,133706,148871,143254,142204,137477,137758,151483,135202,147961,139796,146895,142630,138619,145823,139784,130131,141776,154848,145932,133003,133314,143517,147683,142189,153333,155204,145481,160574,154945,154996,146378,145345,147092,149126,154395,144518,147550,140071,156449,146204,154794,140470,133435,142528,138365,135049,146789,141610,162075,149616,138418,147091,143119,136847,152512,133735,148601,148121,152521,150088,127138,151196,142325,141374,132607,154435,149996,136128,149169,145327,146758,153241,150304,151788,144804,150301,140609,150988,153779,141148,150953,144175,150360,146681,132291,164306,144858,150470,143437,156916,139291,148300,146488,137899,150624,146672,143756,154441,147538,155790,134565,145285,149949,157186,136429
2019-04-07 00:00:00,139597,152987,148397,145063,150802,161352,145586,154025,146650,154564,141873,149768,157160,165338,147934,157041,144057,152156,154156,142541,137092,146320,157745,165323,158996,160811,145780,153876,153172,148103,159547,159415,151999,168052,150775,157951,170000,151196,152943,153988,158444,149349,147699,163256,149013,152187,153501,147889,149707,150179,155309,145814,148725,145464,161443,141129,149382,174205,153848,142121,171431,154699,154282,161775,150083,152161,154893,136053,157266,160263,154590,164603,139958,155331,158003,148108,152123,156967,147869,147185,127576,143489,151297,163380,148621,148160,160141,143014,147797,149495,161023,161007,149613,150463,147459,158357,157095,154183,159653,161685,152832,149241,146794,151178,160786,154043,167302,155024,162873,144526,158031,157070,150258,142480,144268,170723,152771,151650,165782,148518,159780,162255,143013,151732,145786,157435,145356,154309,152331,150961,162280,153309,159313,148371,151455,139928,166002,135610,144196,145665,148916,141465,145543,155143,139958,153732,156922,152409,163523,151159,151992,145652,167980,146853,146452,159232,157070,138898,150129,145065,162434,151840,135675,147152,165246,145964,158926,143597,162801,144890,144440,139450,160299,150033,153884,132046,152946,142656,141036,147955,158364,157073,148570,147914,147017,148152,145113,145650,158678,146109,160738,166128,137406,163264,140252,148178,141162,153523,157190,141363,149355,144476,151536,150835,143748,167030,142360,154788,137963,166997,147443,152711,163321,138513,154610,147090,161262,163468,135669,139485,146787,149104,158718,159943,149925,164346,157333,152170,159439,153357,161169,150319,164709,156028,148147,157489,149160,146837,142486,145232,157255,161394,147744,153398,161628,145657,146136,153678,160775,147129,141108,157430,153114,144218,147334,160178,148547,140907,157038,148741,164669,143520,150590,148142,157711,157359,156903,154943,158411,138206,155975,153712,148176,145712,149156,153147,143814,168133,149732,146745,139073,140753,155968,160385,147522,145119,145891,141387,166944,152677,141421,152329,152134,141945,157205,145461,151725,145734,157935,161690,153840,159853,155087,139587,160625,160610,146916,158972,149678,156153,149048,156744,152890,142092,156741,163893,169074,157676,148454,128161,157669,147528,158146,151135,150109,147710,159146,148412,156950,157960,157224,161349,139169,155429,153626,148057,149253,151877,144573,158296,153352,157583,151145,159623,149497,169299,147584,141557,161443,147245,153231,137341,151432,151586,147426,156433,153097,166630,152366,154865,155054,160710,149200,156091,147947,158444,142624,139587,156229,145080,161512,161828,148827,141815,136496,134582,138303,151621,163982,150297,155755,145759,152928,142024,164406,160103,147428,154998,149354,140341,163991,161701,139450,156696,156451,139481,153518,148811,148464,143812,144090,156451,140449,154116,145502,152785,149078,144547,150502,145842,136805,147656,161225,151895,139126,139426,150345,153476,147979,160145,160533,151214,166209,159940,160423,152424,151366,153325,155050,160110,149997,153814,145843,162291,152784,160227,146264,139583,148923,144826,141204,152278,148120,166997,155082,144394,153607,149724,141911,157573,139950,154925,153166,157874,155872,134056,157479,148184,146939,139119,159060,156112,141596,154693,151269,153067,158908,155054,157174,150520,155798,145858,155512,159412,147372,156414,150372,155821,152666,139081,169929,151565,156103,149506,163154,145007,154303,152654,144414,157437,152047,149869,160263,153476,162798,140575,151645,156188,162418,142639
2019-04-08 00:00:00,143417,156554,153246,149374,155943,165151,149778,157572,150792,158342,146083,153304,161327,168770,151935,161890,148470,155634,158094,146814,140833,151352,162301,168955,162924,164106,150616,158414,157529,152342,163171,162333,156605,171549,155978,161686,174645,155040,157754,158994,162210,153546,151543,167609,153312,155725,157921,152063,154552,155047,158550,150392,153212,148484,165280,145178,153674,179359,158512,145875,174587,159995,158259,165350,154026,156409,159315,139846,161607,164281,157816,168570,143049,159277,161475,153582,156083,160499,151521,150931,132437,148465,154970,166543,152071,153245,164049,147003,152194,154157,165757,165060,154462,154788,151501,162421,161474,157723,163507,165545,156923,153563,151404,155401,165244,157917,171244,158400,167085,148646,161587,160977,155727,145849,149129,174829,156510,155463,169916,152217,164697,167045,147385,155334,150501,162170,149142,159471,156401,154794,165911,157289,163616,152316,155653,143020,170058,140594,148288,149835,152669,145947,149566,159456,145180,157269,160930,157531,167980,154898,156277,150153,172327,151062,150006,163408,160452,143030,154230,149691,166430,156432,140481,151097,169328,151067,162644,148074,166727,149143,147942,143310,163824,154334,158405,135336,156308,147470,145125,152538,161846,160433,152614,152645,151849,152554,149256,149910,163037,150834,164473,168925,142559,167719,144415,152744,144104,157089,161673,146149,153618,149473,154737,155268,147252,170984,147125,159764,141887,170170,151940,157046,167390,142936,158945,151065,165123,167499,140623,142925,151739,154238,162978,163075,154428,168579,161798,156826,163014,157464,165151,154384,168411,159278,152714,161744,154044,150999,146498,149077,161143,165043,152499,156445,165301,151198,150247,158187,165433,151607,145120,161667,157206,148174,151515,163616,153240,144841,161209,153043,169143,147859,154079,151285,161867,162272,160841,158976,162275,142196,159880,158050,152520,150131,153445,156544,148087,172176,153583,151538,143649,145105,159650,164764,152017,149312,150369,145643,171285,156106,145877,156452,156598,146832,161517,150275,155778,149566,161677,165498,156879,163110,158992,145001,165090,164612,151122,162898,154197,159940,153464,160842,157073,145508,161046,167559,172263,161648,152756,132036,161120,151903,162716,155342,154345,151905,162853,153509,160457,162246,161123,165295,143138,159096,157436,152620,153528,155475,148966,162695,156919,161559,154249,163268,153427,172885,151928,144539,165384,152327,156807,142498,154454,156670,151603,160469,156902,170852,156099,158493,158047,165199,153793,159507,152319,162210,147439,145001,160838,148381,165598,165778,153560,145761,140153,139051,143481,156150,167285,154616,159656,149924,156929,146158,167708,164541,151964,158770,154124,144418,167337,164475,143310,160344,159629,143494,156400,152620,153015,148389,148674,159629,143955,158527,149476,156947,153732,148676,153413,150133,141739,151746,165863,156086,143478,143807,155457,157499,152012,165227,164049,155213,170111,163193,164104,156711,155641,157830,159236,164074,153688,158289,149844,166397,157601,163912,150299,143984,153579,149517,145575,156021,152876,170170,158823,148607,158363,154554,145188,160882,144425,159490,156441,161437,159893,139246,162027,152257,150747,143862,161900,160494,145300,158484,155458,157641,162793,158047,160784,154456,159491,149362,158272,163313,151838,160145,154807,159549,156899,144128,173800,156514,159972,153827,167635,148977,158541,157071,149192,162518,155645,154194,164281,157652,168076,144855,156278,160679,165857,147052
