,C1_em,C0_em,a_gamma_em,b_gamma_em,std_em,met_input
7745,1343698709.286,-3215558.074,1.941,41.152,102179.359,Rch_005
7746,1343698709.286,-3215558.074,1.946,41.152,102179.359,Rch_005
7747,1343698709.286,-3215558.074,1.946,41.152,107824.282,Rch_005
7748,1343698709.286,-3215558.074,1.946,41.155,107824.282,Rch_005
7749,1343698709.286,-3215558.074,1.938,41.155,107824.282,Rch_005
7750,1343698709.286,-3215558.074,1.938,41.155,105281.522,Rch_005
7751,1343698709.286,-3215558.074,1.938,41.157,105281.522,Rch_005
7752,1343698709.286,-3215558.074,1.938,41.157,108203.845,Rch_005
7753,1343698709.286,-3215558.074,1.950,41.157,108203.845,Rch_005
7754,1343203904.920,-3215558.074,1.950,41.157,108203.845,Rch_005
7755,1343203904.920,-3215558.074,1.950,41.156,108203.845,Rch_005
7756,1339006735.829,-3215558.074,1.950,41.156,108203.845,Rch_005
7757,1339006735.829,-3191117.837,1.950,41.156,108203.845,Rch_005
7758,1339006735.829,-3191117.837,1.950,41.153,108203.845,Rch_005
7759,1339006735.829,-3191117.837,1.950,41.153,100684.048,Rch_005
7760,1339006735.829,-3191117.837,1.926,41.153,100684.048,Rch_005
7761,1339006735.829,-3191117.837,1.926,41.150,100684.048,Rch_005
7762,1339006735.829,-3220684.889,1.926,41.150,100684.048,Rch_005
7763,1339006735.829,-3208727.047,1.926,41.150,100684.048,Rch_005
7764,1338703482.066,-3208727.047,1.926,41.150,100684.048,Rch_005
7765,1338703482.066,-3208727.047,1.926,41.154,100684.048,Rch_005
7766,1338703482.066,-3208727.047,1.926,41.158,100684.048,Rch_005
7767,1338703482.066,-3208727.047,1.926,41.153,100684.048,Rch_005
7768,1338703482.066,-3207652.493,1.926,41.153,100684.048,Rch_005
7769,1338703482.066,-3202484.486,1.926,41.153,100684.048,Rch_005
7770,1338703482.066,-3202484.486,1.926,41.153,100684.048,Rch_005
7771,1338703482.066,-3202484.486,1.926,41.153,100684.048,Rch_005
7772,1338703482.066,-3202484.486,1.926,41.157,100684.048,Rch_005
7773,1338703482.066,-3202484.486,1.939,41.157,100684.048,Rch_005
7774,1338703482.066,-3202484.486,1.939,41.161,100684.048,Rch_005
7775,1338703482.066,-3202484.486,1.943,41.161,100684.048,Rch_005
7776,1338703482.066,-3202484.486,1.938,41.161,100684.048,Rch_005
7777,1338703482.066,-3202484.486,1.938,41.156,100684.048,Rch_005
7778,1338703482.066,-3202484.486,1.938,41.153,100684.048,Rch_005
7779,1338703482.066,-3202484.486,1.938,41.153,105429.742,Rch_005
7780,1338703482.066,-3202484.486,1.938,41.155,105429.742,Rch_005
7781,1338703482.066,-3202484.486,1.938,41.159,105429.742,Rch_005
7782,1338703482.066,-3202484.486,1.938,41.158,105429.742,Rch_005
7783,1338703482.066,-3202484.486,1.929,41.158,105429.742,Rch_005
7784,1338703482.066,-3202484.486,1.929,41.159,105429.742,Rch_005
7785,1338703482.066,-3202484.486,1.929,41.159,102077.928,Rch_005
7786,1338703482.066,-3202484.486,1.929,41.158,102077.928,Rch_005
7787,1337415515.521,-3202484.486,1.929,41.158,102077.928,Rch_005
7788,1337415515.521,-3184739.703,1.929,41.158,102077.928,Rch_005
7789,1337415515.521,-3212582.406,1.929,41.158,102077.928,Rch_005
7790,1337415515.521,-3212582.406,1.929,41.159,102077.928,Rch_005
7791,1337415515.521,-3212582.406,1.929,41.157,102077.928,Rch_005
7792,1337415515.521,-3212582.406,1.929,41.157,102077.928,Rch_005
7793,1337415515.521,-3212582.406,1.929,41.157,104262.343,Rch_005
7794,1341017098.372,-3212582.406,1.929,41.157,104262.343,Rch_005
7795,1341017098.372,-3208394.830,1.929,41.157,104262.343,Rch_005
7796,1341017098.372,-3208394.830,1.929,41.158,104262.343,Rch_005
7797,1341017098.372,-3208394.830,1.928,41.158,104262.343,Rch_005
7798,1341017098.372,-3208394.830,1.928,41.159,104262.343,Rch_005
7799,1341017098.372,-3208394.830,1.928,41.159,102820.443,Rch_005
7800,1341017098.372,-3208394.830,1.928,41.162,102820.443,Rch_005
7801,1340257333.854,-3208394.830,1.928,41.159,102820.443,Rch_005
7802,1340257333.854,-3207344.811,1.928,41.159,102820.443,Rch_005
7803,1340257333.854,-3207344.811,1.928,41.156,102820.443,Rch_005
7804,1340257333.854,-3207344.811,1.928,41.159,102820.443,Rch_005
7805,1340257333.854,-3207344.811,1.928,41.157,102820.443,Rch_005
7806,1340360968.156,-3207344.811,1.928,41.157,102820.443,Rch_005
7807,1340360968.156,-3208632.427,1.928,41.157,102820.443,Rch_005
7808,1340360968.156,-3200090.457,1.928,41.157,102820.443,Rch_005
7809,1340360968.156,-3200090.457,1.928,41.153,102820.443,Rch_005
7810,1340360968.156,-3200090.457,1.943,41.153,102820.443,Rch_005
7811,1340360968.156,-3207275.413,1.943,41.153,102820.443,Rch_005
7812,1340360968.156,-3207275.413,1.943,41.154,102820.443,Rch_005
7813,1340360968.156,-3207275.413,1.943,41.158,102820.443,Rch_005
7814,1338499259.180,-3207275.413,1.943,41.158,102820.443,Rch_005
7815,1338499259.180,-3207275.413,1.943,41.161,102820.443,Rch_005
7816,1338499259.180,-3207275.413,1.943,41.161,102820.443,Rch_005
7817,1342273040.899,-3207275.413,1.943,41.161,102820.443,Rch_005
7818,1342273040.899,-3207275.413,1.943,41.157,102820.443,Rch_005
7819,1342273040.899,-3207275.413,1.943,41.156,102820.443,Rch_005
7820,1338193363.024,-3207275.413,1.943,41.156,102820.443,Rch_005
7821,1338193363.024,-3207275.413,1.943,41.156,111102.371,Rch_005
7822,1338193363.024,-3207275.413,1.943,41.158,111102.371,Rch_005
7823,1338193363.024,-3207275.413,1.943,41.163,111102.371,Rch_005
7824,1338193363.024,-3207275.413,1.940,41.163,111102.371,Rch_005
7825,1338193363.024,-3207275.413,1.940,41.166,111102.371,Rch_005
7826,1338193363.024,-3184489.390,1.940,41.166,111102.371,Rch_005
7827,1338193363.024,-3184489.390,1.940,41.163,111102.371,Rch_005
7828,1338193363.024,-3184489.390,1.949,41.163,111102.371,Rch_005
7829,1331097265.130,-3184489.390,1.949,41.163,111102.371,Rch_005
7830,1331097265.130,-3184489.390,1.949,41.165,111102.371,Rch_005
7831,1331097265.130,-3184489.390,1.931,41.165,111102.371,Rch_005
7832,1333716219.747,-3184489.390,1.931,41.165,111102.371,Rch_005
7833,1333716219.747,-3184489.390,1.931,41.165,102491.447,Rch_005
7834,1333716219.747,-3184489.390,1.931,41.162,102491.447,Rch_005
7835,1333716219.747,-3184489.390,1.931,41.162,102491.447,Rch_005
7836,1333716219.747,-3184489.390,1.931,41.165,102491.447,Rch_005
7837,1333716219.747,-3184489.390,1.931,41.165,111152.451,Rch_005
7838,1333716219.747,-3184489.390,1.932,41.165,111152.451,Rch_005
7839,1333716219.747,-3184489.390,1.932,41.168,111152.451,Rch_005
7840,1333716219.747,-3184581.776,1.932,41.168,111152.451,Rch_005
7841,1333716219.747,-3184581.776,1.932,41.172,111152.451,Rch_005
7842,1331728527.364,-3184581.776,1.932,41.172,111152.451,Rch_005
7843,1331728527.364,-3184581.776,1.932,41.175,111152.451,Rch_005
7844,1331728527.364,-3184581.776,1.932,41.177,111152.451,Rch_005
7845,1331728527.364,-3184581.776,1.932,41.179,111152.451,Rch_005
7846,1331908136.987,-3184581.776,1.932,41.179,111152.451,Rch_005
7847,1331908136.987,-3184581.776,1.932,41.176,111152.451,Rch_005
7848,1331908136.987,-3184581.776,1.932,41.174,111152.451,Rch_005
7849,1331908136.987,-3184581.776,1.932,41.174,100120.199,Rch_005
7850,1333182012.613,-3184581.776,1.932,41.174,100120.199,Rch_005
7851,1333182012.613,-3184581.776,1.936,41.174,100120.199,Rch_005
7852,1333182012.613,-3184581.776,1.936,41.175,100120.199,Rch_005
7853,1333182012.613,-3181916.489,1.936,41.175,100120.199,Rch_005
7854,1333182012.613,-3181916.489,1.936,41.171,100120.199,Rch_005
7855,1333182012.613,-3181916.489,1.940,41.171,100120.199,Rch_005
7856,1333182012.613,-3181916.489,1.940,41.166,100120.199,Rch_005
7857,1333182012.613,-3181916.489,1.940,41.164,100120.199,Rch_005
7858,1333182012.613,-3181916.489,1.936,41.164,100120.199,Rch_005
7859,1333182012.613,-3181916.489,1.936,41.166,100120.199,Rch_005
7860,1333182012.613,-3181916.489,1.936,41.165,100120.199,Rch_005
7861,1333182012.613,-3181916.489,1.936,41.169,100120.199,Rch_005
7862,1333182012.613,-3180908.675,1.936,41.169,100120.199,Rch_005
7863,1333182012.613,-3180908.675,1.936,41.171,100120.199,Rch_005
7864,1333182012.613,-3180908.675,1.936,41.169,100120.199,Rch_005
7865,1333182012.613,-3180908.675,1.936,41.169,108073.633,Rch_005
7866,1333182012.613,-3180908.675,1.937,41.169,108073.633,Rch_005
7867,1333182012.613,-3180908.675,1.937,41.171,108073.633,Rch_005
7868,1333182012.613,-3180908.675,1.923,41.171,108073.633,Rch_005
7869,1333182012.613,-3180908.675,1.923,41.171,107708.169,Rch_005
7870,1333182012.613,-3180908.675,1.923,41.176,107708.169,Rch_005
7871,1329425919.291,-3180908.675,1.923,41.176,107708.169,Rch_005
7872,1329425919.291,-3180908.675,1.923,41.172,107708.169,Rch_005
7873,1329425919.291,-3180908.675,1.923,41.169,107708.169,Rch_005
7874,1329425919.291,-3180908.675,1.929,41.169,107708.169,Rch_005
7875,1329425919.291,-3180908.675,1.929,41.170,107708.169,Rch_005
7876,1329425919.291,-3180908.675,1.929,41.173,107708.169,Rch_005
7877,1329425919.291,-3180908.675,1.929,41.171,107708.169,Rch_005
7878,1329425919.291,-3180048.059,1.929,41.171,107708.169,Rch_005
7879,1329425919.291,-3180048.059,1.929,41.166,107708.169,Rch_005
7880,1329425919.291,-3180048.059,1.929,41.161,107708.169,Rch_005
7881,1329425919.291,-3180048.059,1.929,41.158,107708.169,Rch_005
7882,1329425919.291,-3180048.059,1.929,41.158,108687.799,Rch_005
7883,1329425919.291,-3180048.059,1.916,41.158,108687.799,Rch_005
7884,1329425919.291,-3180048.059,1.916,41.155,108687.799,Rch_005
7885,1329425919.291,-3180048.059,1.916,41.151,108687.799,Rch_005
7886,1329425919.291,-3180048.059,1.916,41.154,108687.799,Rch_005
7887,1329425919.291,-3180048.059,1.916,41.155,108687.799,Rch_005
7888,1329425919.291,-3180048.059,1.916,41.155,106420.732,Rch_005
7889,1330363011.785,-3180048.059,1.916,41.155,106420.732,Rch_005
7890,1329948321.739,-3180048.059,1.916,41.155,106420.732,Rch_005
7891,1329948321.739,-3180048.059,1.916,41.151,106420.732,Rch_005
7892,1329948321.739,-3180048.059,1.916,41.151,100505.884,Rch_005
7893,1329948321.739,-3187042.828,1.916,41.151,100505.884,Rch_005
7894,1329948321.739,-3187042.828,1.916,41.152,100505.884,Rch_005
7895,1329948321.739,-3187042.828,1.916,41.152,105193.098,Rch_005
7896,1334183396.955,-3187042.828,1.916,41.152,105193.098,Rch_005
7897,1334183396.955,-3187042.828,1.916,41.150,105193.098,Rch_005
7898,1334183396.955,-3187042.828,1.916,41.153,105193.098,Rch_005
7899,1334183396.955,-3187042.828,1.916,41.152,109718.121,Rch_005
7900,1334183396.955,-3187042.828,1.928,41.152,109718.121,Rch_005
7901,1334183396.955,-3187042.828,1.928,41.149,109718.121,Rch_005
7902,1334183396.955,-3189180.574,1.928,41.149,109718.121,Rch_005
7903,1334183396.955,-3189180.574,1.944,41.149,109718.121,Rch_005
7904,1334183396.955,-3189180.574,1.944,41.150,109718.121,Rch_005
7905,1333109361.885,-3189180.574,1.944,41.150,109718.121,Rch_005
7906,1333109361.885,-3189180.574,1.942,41.150,109718.121,Rch_005
7907,1333109361.885,-3189180.574,1.942,41.146,109718.121,Rch_005
7908,1333109361.885,-3191887.740,1.942,41.146,109718.121,Rch_005
7909,1333109361.885,-3191887.740,1.942,41.148,109718.121,Rch_005
7910,1331156819.365,-3191887.740,1.942,41.148,109718.121,Rch_005
7911,1331156819.365,-3191887.740,1.942,41.148,109718.121,Rch_005
7912,1336921412.910,-3191887.740,1.942,41.148,109718.121,Rch_005
7913,1336921412.910,-3191887.740,1.942,41.153,109718.121,Rch_005
7914,1336921412.910,-3191887.740,1.942,41.157,109718.121,Rch_005
7915,1336921412.910,-3191887.740,1.942,41.154,109718.121,Rch_005
7916,1336921412.910,-3191887.740,1.942,41.155,109718.121,Rch_005
7917,1336921412.910,-3191887.740,1.933,41.155,109718.121,Rch_005
7918,1336921412.910,-3187706.881,1.933,41.155,109718.121,Rch_005
7919,1336921412.910,-3187706.881,1.933,41.150,109718.121,Rch_005
7920,1336921412.910,-3187706.881,1.933,41.146,109718.121,Rch_005
7921,1336921412.910,-3187706.881,1.933,41.144,109718.121,Rch_005
7922,1336921412.910,-3184615.331,1.933,41.144,109718.121,Rch_005
7923,1336921412.910,-3184615.331,1.933,41.140,109718.121,Rch_005
7924,1336921412.910,-3184615.331,1.933,41.140,98618.906,Rch_005
7925,1336921412.910,-3184615.331,1.933,41.139,98618.906,Rch_005
7926,1336921412.910,-3184615.331,1.933,41.139,99906.339,Rch_005
7927,1336921412.910,-3184615.331,1.933,41.138,99906.339,Rch_005
7928,1337219449.533,-3184615.331,1.933,41.138,99906.339,Rch_005
7929,1337219449.533,-3184615.331,1.933,41.138,110112.295,Rch_005
7930,1337219449.533,-3184615.331,1.939,41.138,110112.295,Rch_005
7931,1337219449.533,-3184615.331,1.939,41.135,110112.295,Rch_005
7932,1337219449.533,-3184615.331,1.939,41.131,110112.295,Rch_005
7933,1337219449.533,-3184615.331,1.939,41.131,100423.722,Rch_005
7934,1337219449.533,-3184615.331,1.920,41.131,100423.722,Rch_005
7935,1337219449.533,-3184615.331,1.920,41.133,100423.722,Rch_005
7936,1337219449.533,-3184615.331,1.920,41.133,97274.136,Rch_005
7937,1337219449.533,-3184615.331,1.920,41.134,97274.136,Rch_005
7938,1337219449.533,-3184615.331,1.919,41.134,97274.136,Rch_005
7939,1337219449.533,-3201816.230,1.919,41.134,97274.136,Rch_005
7940,1337219449.533,-3201816.230,1.919,41.138,97274.136,Rch_005
7941,1337219449.533,-3201816.230,1.919,41.138,109584.666,Rch_005
7942,1337219449.533,-3201816.230,1.919,41.136,109584.666,Rch_005
7943,1337219449.533,-3201816.230,1.944,41.136,109584.666,Rch_005
7944,1337219449.533,-3201816.230,1.944,41.135,109584.666,Rch_005
7945,1334331886.504,-3201816.230,1.944,41.135,109584.666,Rch_005
7946,1334331886.504,-3176806.169,1.944,41.135,109584.666,Rch_005
7947,1334331886.504,-3175304.701,1.944,41.135,109584.666,Rch_005
7948,1330404413.139,-3175304.701,1.944,41.135,109584.666,Rch_005
7949,1330404413.139,-3175304.701,1.944,41.132,109584.666,Rch_005
7950,1332049574.530,-3175304.701,1.944,41.132,109584.666,Rch_005
7951,1332049574.530,-3175304.701,1.944,41.128,109584.666,Rch_005
7952,1332049574.530,-3175304.701,1.944,41.128,97845.022,Rch_005
7953,1332049574.530,-3175304.701,1.944,41.128,112316.582,Rch_005
7954,1332049574.530,-3175304.701,1.936,41.128,112316.582,Rch_005
7955,1332049574.530,-3175304.701,1.936,41.126,112316.582,Rch_005
7956,1332049574.530,-3175304.701,1.936,41.130,112316.582,Rch_005
7957,1332049574.530,-3178667.343,1.936,41.130,112316.582,Rch_005
7958,1332049574.530,-3178667.343,1.936,41.130,116323.455,Rch_005
7959,1332049574.530,-3178667.343,1.936,41.131,116323.455,Rch_005
7960,1332049574.530,-3178667.343,1.936,41.132,116323.455,Rch_005
7961,1332049574.530,-3178667.343,1.936,41.136,116323.455,Rch_005
7962,1332049574.530,-3178667.343,1.928,41.136,116323.455,Rch_005
7963,1332049574.530,-3189579.774,1.928,41.136,116323.455,Rch_005
7964,1332049574.530,-3189579.774,1.920,41.136,116323.455,Rch_005
7965,1332049574.530,-3189579.774,1.920,41.135,116323.455,Rch_005
7966,1332049574.530,-3189579.774,1.920,41.133,116323.455,Rch_005
7967,1332049574.530,-3189579.774,1.920,41.130,116323.455,Rch_005
7968,1332049574.530,-3189579.774,1.920,41.134,116323.455,Rch_005
7969,1332049574.530,-3189579.774,1.920,41.136,116323.455,Rch_005
7970,1332049574.530,-3189579.774,1.942,41.136,116323.455,Rch_005
7971,1332049574.530,-3189579.774,1.946,41.136,116323.455,Rch_005
7972,1332049574.530,-3189579.774,1.926,41.136,116323.455,Rch_005
7973,1332049574.530,-3189579.774,1.926,41.137,116323.455,Rch_005
7974,1332049574.530,-3189579.774,1.926,41.137,117934.948,Rch_005
7975,1332049574.530,-3189579.774,1.924,41.137,117934.948,Rch_005
7976,1332049574.530,-3189579.774,1.924,41.137,107495.440,Rch_005
7977,1332049574.530,-3189579.774,1.924,41.133,107495.440,Rch_005
7978,1332049574.530,-3189579.774,1.916,41.133,107495.440,Rch_005
7979,1333999139.805,-3189579.774,1.916,41.133,107495.440,Rch_005
7980,1331713005.581,-3189579.774,1.916,41.133,107495.440,Rch_005
7981,1335086899.598,-3189579.774,1.916,41.133,107495.440,Rch_005
7982,1333983733.621,-3189579.774,1.916,41.133,107495.440,Rch_005
7983,1333983733.621,-3189579.774,1.916,41.134,107495.440,Rch_005
7984,1333983733.621,-3189579.774,1.916,41.133,107495.440,Rch_005
7985,1333983733.621,-3189579.774,1.941,41.133,107495.440,Rch_005
7986,1333983733.621,-3187955.779,1.941,41.133,107495.440,Rch_005
7987,1333983733.621,-3187955.779,1.926,41.133,107495.440,Rch_005
7988,1333314495.980,-3187955.779,1.926,41.133,107495.440,Rch_005
7989,1333314495.980,-3187955.779,1.926,41.136,107495.440,Rch_005
7990,1333314495.980,-3187955.779,1.926,41.140,107495.440,Rch_005
7991,1333314495.980,-3187955.779,1.926,41.140,100834.804,Rch_005
7992,1333314495.980,-3187955.779,1.926,41.136,100834.804,Rch_005
7993,1333314495.980,-3187955.779,1.926,41.137,100834.804,Rch_005
7994,1329146445.203,-3187955.779,1.926,41.137,100834.804,Rch_005
7995,1329146445.203,-3187955.779,1.926,41.137,113326.538,Rch_005
7996,1328558592.226,-3187955.779,1.926,41.137,113326.538,Rch_005
7997,1328558592.226,-3187955.779,1.926,41.141,113326.538,Rch_005
7998,1328558592.226,-3186283.041,1.926,41.141,113326.538,Rch_005
7999,1336473226.601,-3186283.041,1.926,41.141,113326.538,Rch_005
8000,1336473226.601,-3186283.041,1.926,41.141,101105.435,Rch_005
8001,1336473226.601,-3186283.041,1.926,41.138,101105.435,Rch_005
8002,1331858666.868,-3186283.041,1.926,41.138,101105.435,Rch_005
8003,1331858666.868,-3186283.041,1.926,41.136,101105.435,Rch_005
8004,1332393794.423,-3186283.041,1.926,41.136,101105.435,Rch_005
8005,1332393794.423,-3186283.041,1.926,41.135,101105.435,Rch_005
8006,1332393794.423,-3186283.041,1.926,41.133,101105.435,Rch_005
8007,1332393794.423,-3186283.041,1.923,41.133,101105.435,Rch_005
8008,1335225695.746,-3186283.041,1.923,41.133,101105.435,Rch_005
8009,1335225695.746,-3186283.041,1.923,41.129,101105.435,Rch_005
8010,1335225695.746,-3186283.041,1.923,41.129,102134.813,Rch_005
8011,1335225695.746,-3186283.041,1.923,41.133,102134.813,Rch_005
8012,1335225695.746,-3186283.041,1.923,41.132,102134.813,Rch_005
8013,1332514257.139,-3186283.041,1.923,41.132,102134.813,Rch_005
8014,1332514257.139,-3186283.041,1.923,41.136,102134.813,Rch_005
8015,1334195818.872,-3186283.041,1.923,41.136,102134.813,Rch_005
8016,1334195818.872,-3186283.041,1.935,41.136,102134.813,Rch_005
8017,1334195818.872,-3186283.041,1.935,41.132,102134.813,Rch_005
8018,1334195818.872,-3186283.041,1.935,41.129,102134.813,Rch_005
8019,1334595495.478,-3186283.041,1.935,41.129,102134.813,Rch_005
8020,1334595495.478,-3186283.041,1.935,41.131,102134.813,Rch_005
8021,1334595495.478,-3186283.041,1.935,41.136,102134.813,Rch_005
8022,1334595495.478,-3186283.041,1.935,41.140,102134.813,Rch_005
8023,1334595495.478,-3186283.041,1.935,41.140,102134.813,Rch_005
8024,1332893738.137,-3186283.041,1.935,41.140,102134.813,Rch_005
8025,1332893738.137,-3186283.041,1.935,41.142,102134.813,Rch_005
8026,1332893738.137,-3186283.041,1.935,41.144,102134.813,Rch_005
8027,1332463216.210,-3186283.041,1.935,41.144,102134.813,Rch_005
8028,1332463216.210,-3186283.041,1.935,41.147,102134.813,Rch_005
8029,1332463216.210,-3186283.041,1.935,41.151,102134.813,Rch_005
8030,1332463216.210,-3186283.041,1.935,41.151,102134.813,Rch_005
8031,1332463216.210,-3173560.101,1.935,41.151,102134.813,Rch_005
8032,1332463216.210,-3173560.101,1.925,41.151,102134.813,Rch_005
8033,1332463216.210,-3173560.101,1.925,41.151,108166.958,Rch_005
8034,1332463216.210,-3188265.982,1.925,41.151,108166.958,Rch_005
8035,1332463216.210,-3188265.982,1.925,41.151,100229.857,Rch_005
8036,1332463216.210,-3188265.982,1.926,41.151,100229.857,Rch_005
8037,1332463216.210,-3188265.982,1.926,41.151,100229.857,Rch_005
8038,1332463216.210,-3176848.148,1.926,41.151,100229.857,Rch_005
8039,1332463216.210,-3176848.148,1.926,41.153,100229.857,Rch_005
8040,1332463216.210,-3176848.148,1.954,41.153,100229.857,Rch_005
8041,1332463216.210,-3176848.148,1.954,41.154,100229.857,Rch_005
8042,1332463216.210,-3176848.148,1.954,41.154,109515.620,Rch_005
8043,1332463216.210,-3176848.148,1.954,41.154,99528.885,Rch_005
8044,1332463216.210,-3176848.148,1.938,41.154,99528.885,Rch_005
8045,1332463216.210,-3176848.148,1.938,41.152,99528.885,Rch_005
8046,1332463216.210,-3176848.148,1.938,41.152,93297.918,Rch_005
8047,1332463216.210,-3176848.148,1.935,41.152,93297.918,Rch_005
8048,1332463216.210,-3176848.148,1.935,41.153,93297.918,Rch_005
8049,1332463216.210,-3176848.148,1.932,41.153,93297.918,Rch_005
8050,1332463216.210,-3176848.148,1.932,41.149,93297.918,Rch_005
8051,1332463216.210,-3176848.148,1.932,41.149,114175.819,Rch_005
8052,1332463216.210,-3176848.148,1.958,41.149,114175.819,Rch_005
8053,1332463216.210,-3176848.148,1.958,41.150,114175.819,Rch_005
8054,1332463216.210,-3176848.148,1.958,41.155,114175.819,Rch_005
8055,1334573620.973,-3176848.148,1.958,41.155,114175.819,Rch_005
8056,1334573620.973,-3176848.148,1.958,41.159,114175.819,Rch_005
8057,1334573620.973,-3176848.148,1.958,41.157,114175.819,Rch_005
8058,1334573620.973,-3176848.148,1.936,41.157,114175.819,Rch_005
8059,1334573620.973,-3198191.270,1.936,41.157,114175.819,Rch_005
8060,1334573620.973,-3198191.270,1.936,41.157,114175.819,Rch_005
8061,1337597167.296,-3198191.270,1.936,41.157,114175.819,Rch_005
8062,1337597167.296,-3198191.270,1.936,41.162,114175.819,Rch_005
8063,1337597167.296,-3188177.951,1.936,41.162,114175.819,Rch_005
8064,1337597167.296,-3188177.951,1.936,41.157,114175.819,Rch_005
8065,1337597167.296,-3188177.951,1.936,41.155,114175.819,Rch_005
8066,1337597167.296,-3188177.951,1.922,41.155,114175.819,Rch_005
8067,1333529118.713,-3188177.951,1.922,41.155,114175.819,Rch_005
8068,1333529118.713,-3188177.951,1.922,41.155,107005.801,Rch_005
8069,1333529118.713,-3188177.951,1.927,41.155,107005.801,Rch_005
8070,1333529118.713,-3188177.951,1.927,41.160,107005.801,Rch_005
8071,1333529118.713,-3188177.951,1.926,41.160,107005.801,Rch_005
8072,1333529118.713,-3195765.756,1.926,41.160,107005.801,Rch_005
8073,1335846712.408,-3195765.756,1.926,41.160,107005.801,Rch_005
8074,1335846712.408,-3195765.756,1.926,41.160,111253.949,Rch_005
8075,1335846712.408,-3195765.756,1.926,41.164,111253.949,Rch_005
8076,1340347474.735,-3195765.756,1.926,41.164,111253.949,Rch_005
8077,1340347474.735,-3195765.756,1.919,41.164,111253.949,Rch_005
8078,1338412566.915,-3195765.756,1.919,41.164,111253.949,Rch_005
8079,1338412566.915,-3195765.756,1.919,41.169,111253.949,Rch_005
8080,1338412566.915,-3195765.756,1.922,41.169,111253.949,Rch_005
8081,1338412566.915,-3195765.756,1.922,41.172,111253.949,Rch_005
8082,1338412566.915,-3195765.756,1.922,41.172,108381.601,Rch_005
8083,1338412566.915,-3195765.756,1.922,41.173,108381.601,Rch_005
8084,1338412566.915,-3200368.522,1.922,41.173,108381.601,Rch_005
8085,1338412566.915,-3185618.328,1.922,41.173,108381.601,Rch_005
8086,1338412566.915,-3185618.328,1.923,41.173,108381.601,Rch_005
8087,1338412566.915,-3185618.328,1.923,41.172,108381.601,Rch_005
8088,1334124106.217,-3185618.328,1.923,41.172,108381.601,Rch_005
8089,1334124106.217,-3185618.328,1.923,41.168,108381.601,Rch_005
8090,1334124106.217,-3185618.328,1.923,41.169,108381.601,Rch_005
8091,1334124106.217,-3185618.328,1.924,41.169,108381.601,Rch_005
8092,1334124106.217,-3189987.906,1.924,41.169,108381.601,Rch_005
8093,1334124106.217,-3189987.906,1.924,41.167,108381.601,Rch_005
8094,1334124106.217,-3189987.906,1.924,41.163,108381.601,Rch_005
8095,1334124106.217,-3189987.906,1.924,41.165,108381.601,Rch_005
8096,1334124106.217,-3187555.362,1.924,41.165,108381.601,Rch_005
8097,1334124106.217,-3187555.362,1.924,41.164,108381.601,Rch_005
8098,1334124106.217,-3190021.541,1.924,41.164,108381.601,Rch_005
8099,1338900959.896,-3190021.541,1.924,41.164,108381.601,Rch_005
8100,1338900959.896,-3190021.541,1.924,41.168,108381.601,Rch_005
8101,1330777532.364,-3190021.541,1.924,41.168,108381.601,Rch_005
8102,1330777532.364,-3190021.541,1.927,41.168,108381.601,Rch_005
8103,1330777532.364,-3190021.541,1.927,41.168,106187.018,Rch_005
8104,1330777532.364,-3170153.583,1.927,41.168,106187.018,Rch_005
8105,1330777532.364,-3170153.583,1.936,41.168,106187.018,Rch_005
8106,1330777532.364,-3170153.583,1.936,41.166,106187.018,Rch_005
8107,1330777532.364,-3170153.583,1.936,41.168,106187.018,Rch_005
8108,1330777532.364,-3170153.583,1.936,41.165,106187.018,Rch_005
8109,1330777532.364,-3170153.583,1.936,41.163,106187.018,Rch_005
8110,1330777532.364,-3170153.583,1.931,41.163,106187.018,Rch_005
8111,1330777532.364,-3170153.583,1.931,41.159,106187.018,Rch_005
8112,1330777532.364,-3170153.583,1.931,41.157,106187.018,Rch_005
8113,1330777532.364,-3173563.917,1.931,41.157,106187.018,Rch_005
8114,1330777532.364,-3173563.917,1.931,41.153,106187.018,Rch_005
8115,1330777532.364,-3173563.917,1.927,41.153,106187.018,Rch_005
8116,1330777532.364,-3182207.231,1.927,41.153,106187.018,Rch_005
8117,1330777532.364,-3182207.231,1.943,41.153,106187.018,Rch_005
8118,1330777532.364,-3164330.421,1.943,41.153,106187.018,Rch_005
8119,1330777532.364,-3164330.421,1.932,41.153,106187.018,Rch_005
8120,1330777532.364,-3164330.421,1.932,41.151,106187.018,Rch_005
8121,1330777532.364,-3164330.421,1.932,41.153,106187.018,Rch_005
8122,1330777532.364,-3164330.421,1.932,41.149,106187.018,Rch_005
8123,1326526868.683,-3164330.421,1.932,41.149,106187.018,Rch_005
8124,1326526868.683,-3164330.421,1.926,41.149,106187.018,Rch_005
8125,1326526868.683,-3164330.421,1.926,41.145,106187.018,Rch_005
8126,1326526868.683,-3164330.421,1.926,41.145,108632.984,Rch_005
8127,1326526868.683,-3164330.421,1.926,41.148,108632.984,Rch_005
8128,1326526868.683,-3164330.421,1.926,41.149,108632.984,Rch_005
8129,1326200318.228,-3164330.421,1.926,41.149,108632.984,Rch_005
8130,1326200318.228,-3164330.421,1.926,41.151,108632.984,Rch_005
8131,1330481035.957,-3164330.421,1.926,41.151,108632.984,Rch_005
