,C1_em,C0_em,a_gamma_em,b_gamma_em,std_em,met_input
3882,1366199296.873,-3300288.894,1.929,41.155,108953.768,Rch_005
3883,1367196981.588,-3300288.894,1.929,41.155,108953.768,Rch_005
3884,1367196981.588,-3300288.894,1.929,41.151,108953.768,Rch_005
3885,1367196981.588,-3300288.894,1.950,41.151,108953.768,Rch_005
3886,1367196981.588,-3300288.894,1.950,41.154,108953.768,Rch_005
3887,1367196981.588,-3300288.894,1.950,41.154,109441.859,Rch_005
3888,1367196981.588,-3300288.894,1.950,41.154,109441.859,Rch_005
3889,1367196981.588,-3300288.894,1.958,41.154,109441.859,Rch_005
3890,1367196981.588,-3300288.894,1.958,41.154,104176.578,Rch_005
3891,1367196981.588,-3300288.894,1.958,41.153,104176.578,Rch_005
3892,1367196981.588,-3300288.894,1.958,41.153,113846.083,Rch_005
3893,1367196981.588,-3300288.894,1.958,41.153,113846.083,Rch_005
3894,1367196981.588,-3300288.894,1.958,41.153,101477.667,Rch_005
3895,1367196981.588,-3300288.894,1.948,41.153,101477.667,Rch_005
3896,1367196981.588,-3300288.894,1.946,41.153,101477.667,Rch_005
3897,1367196981.588,-3300288.894,1.946,41.156,101477.667,Rch_005
3898,1367196981.588,-3300288.894,1.946,41.156,110590.070,Rch_005
3899,1367196981.588,-3300288.894,1.948,41.156,110590.070,Rch_005
3900,1365754267.719,-3300288.894,1.948,41.156,110590.070,Rch_005
3901,1365754267.719,-3300288.894,1.948,41.151,110590.070,Rch_005
3902,1365754267.719,-3303065.038,1.948,41.151,110590.070,Rch_005
3903,1365754267.719,-3303065.038,1.948,41.148,110590.070,Rch_005
3904,1365754267.719,-3303065.038,1.948,41.146,110590.070,Rch_005
3905,1369005062.734,-3303065.038,1.948,41.146,110590.070,Rch_005
3906,1369005062.734,-3303065.038,1.948,41.146,105121.167,Rch_005
3907,1369005062.734,-3303065.038,1.946,41.146,105121.167,Rch_005
3908,1366692792.178,-3303065.038,1.946,41.146,105121.167,Rch_005
3909,1366692792.178,-3303065.038,1.946,41.147,105121.167,Rch_005
3910,1366692792.178,-3303065.038,1.946,41.152,105121.167,Rch_005
3911,1366692792.178,-3303065.038,1.946,41.150,105121.167,Rch_005
3912,1366692792.178,-3303065.038,1.946,41.150,100204.149,Rch_005
3913,1366692792.178,-3303065.038,1.946,41.150,109088.891,Rch_005
3914,1366692792.178,-3303065.038,1.946,41.154,109088.891,Rch_005
3915,1366692792.178,-3303065.038,1.957,41.154,109088.891,Rch_005
3916,1366692792.178,-3284404.087,1.957,41.154,109088.891,Rch_005
3917,1366692792.178,-3284404.087,1.956,41.154,109088.891,Rch_005
3918,1366692792.178,-3284404.087,1.937,41.154,109088.891,Rch_005
3919,1366062407.126,-3284404.087,1.937,41.154,109088.891,Rch_005
3920,1366062407.126,-3284404.087,1.937,41.155,109088.891,Rch_005
3921,1366062407.126,-3284404.087,1.941,41.155,109088.891,Rch_005
3922,1366062407.126,-3284404.087,1.941,41.151,109088.891,Rch_005
3923,1366062407.126,-3284404.087,1.955,41.151,109088.891,Rch_005
3924,1366062407.126,-3284404.087,1.955,41.154,109088.891,Rch_005
3925,1366062407.126,-3284404.087,1.958,41.154,109088.891,Rch_005
3926,1366062407.126,-3284404.087,1.958,41.153,109088.891,Rch_005
3927,1366062407.126,-3284404.087,1.960,41.153,109088.891,Rch_005
3928,1366062407.126,-3284404.087,1.960,41.153,101329.421,Rch_005
3929,1366062407.126,-3284404.087,1.960,41.153,107259.841,Rch_005
3930,1366062407.126,-3284404.087,1.960,41.149,107259.841,Rch_005
3931,1366062407.126,-3284404.087,1.960,41.146,107259.841,Rch_005
3932,1366062407.126,-3284404.087,1.960,41.146,106606.069,Rch_005
3933,1366062407.126,-3284404.087,1.960,41.147,106606.069,Rch_005
3934,1366062407.126,-3280695.308,1.960,41.147,106606.069,Rch_005
3935,1365267026.821,-3280695.308,1.960,41.147,106606.069,Rch_005
3936,1365267026.821,-3280695.308,1.960,41.151,106606.069,Rch_005
3937,1365267026.821,-3280695.308,1.960,41.149,106606.069,Rch_005
3938,1365267026.821,-3280695.308,1.949,41.149,106606.069,Rch_005
3939,1365267026.821,-3279985.874,1.949,41.149,106606.069,Rch_005
3940,1365267026.821,-3279985.874,1.949,41.149,112475.122,Rch_005
3941,1365267026.821,-3288171.018,1.949,41.149,112475.122,Rch_005
3942,1365267026.821,-3288171.018,1.949,41.148,112475.122,Rch_005
3943,1365267026.821,-3288171.018,1.949,41.148,101414.737,Rch_005
3944,1365267026.821,-3288171.018,1.949,41.148,106720.899,Rch_005
3945,1365267026.821,-3283360.428,1.949,41.148,106720.899,Rch_005
3946,1365267026.821,-3283360.428,1.949,41.148,106720.899,Rch_005
3947,1365267026.821,-3283360.428,1.949,41.145,106720.899,Rch_005
3948,1365267026.821,-3283360.428,1.949,41.149,106720.899,Rch_005
3949,1365267026.821,-3283360.428,1.941,41.149,106720.899,Rch_005
3950,1365267026.821,-3283360.428,1.941,41.145,106720.899,Rch_005
3951,1365267026.821,-3283360.428,1.924,41.145,106720.899,Rch_005
3952,1365267026.821,-3283360.428,1.924,41.146,106720.899,Rch_005
3953,1365267026.821,-3282408.130,1.924,41.146,106720.899,Rch_005
3954,1365267026.821,-3282408.130,1.932,41.146,106720.899,Rch_005
3955,1362635431.430,-3282408.130,1.932,41.146,106720.899,Rch_005
3956,1362635431.430,-3275205.595,1.932,41.146,106720.899,Rch_005
3957,1360969509.959,-3275205.595,1.932,41.146,106720.899,Rch_005
3958,1360969509.959,-3275205.595,1.932,41.146,106720.899,Rch_005
3959,1360969509.959,-3275205.595,1.932,41.143,106720.899,Rch_005
3960,1360969509.959,-3275205.595,1.932,41.140,106720.899,Rch_005
3961,1358558414.364,-3275205.595,1.932,41.140,106720.899,Rch_005
3962,1358558414.364,-3275205.595,1.932,41.140,97419.664,Rch_005
3963,1358558414.364,-3275205.595,1.932,41.137,97419.664,Rch_005
3964,1358558414.364,-3275205.595,1.934,41.137,97419.664,Rch_005
3965,1358558414.364,-3275205.595,1.934,41.137,97419.664,Rch_005
3966,1358558414.364,-3275205.595,1.934,41.133,97419.664,Rch_005
3967,1358558414.364,-3275205.595,1.934,41.134,97419.664,Rch_005
3968,1358558414.364,-3275205.595,1.934,41.133,97419.664,Rch_005
3969,1358558414.364,-3275205.595,1.934,41.133,102970.449,Rch_005
3970,1358558414.364,-3275205.595,1.934,41.136,102970.449,Rch_005
3971,1358558414.364,-3275205.595,1.934,41.141,102970.449,Rch_005
3972,1359656222.765,-3275205.595,1.934,41.141,102970.449,Rch_005
3973,1359656222.765,-3275205.595,1.934,41.145,102970.449,Rch_005
3974,1359656222.765,-3275205.595,1.934,41.145,102970.449,Rch_005
3975,1359656222.765,-3275205.595,1.938,41.145,102970.449,Rch_005
3976,1356530540.497,-3275205.595,1.938,41.145,102970.449,Rch_005
3977,1356530540.497,-3275205.595,1.938,41.141,102970.449,Rch_005
3978,1356530540.497,-3275205.595,1.938,41.141,102970.449,Rch_005
3979,1356530540.497,-3275205.595,1.938,41.140,102970.449,Rch_005
3980,1358049447.770,-3275205.595,1.938,41.140,102970.449,Rch_005
3981,1358049447.770,-3275205.595,1.938,41.145,102970.449,Rch_005
3982,1361927592.154,-3275205.595,1.938,41.145,102970.449,Rch_005
3983,1361927592.154,-3275205.595,1.938,41.141,102970.449,Rch_005
3984,1361927592.154,-3275205.595,1.938,41.138,102970.449,Rch_005
3985,1361927592.154,-3275205.595,1.932,41.138,102970.449,Rch_005
3986,1361927592.154,-3275205.595,1.948,41.138,102970.449,Rch_005
3987,1361927592.154,-3275205.595,1.948,41.138,104374.579,Rch_005
3988,1361927592.154,-3275205.595,1.948,41.143,104374.579,Rch_005
3989,1361927592.154,-3275205.595,1.948,41.141,104374.579,Rch_005
3990,1361927592.154,-3278917.337,1.948,41.141,104374.579,Rch_005
3991,1361927592.154,-3278917.337,1.948,41.141,109469.931,Rch_005
3992,1361927592.154,-3278917.337,1.948,41.140,109469.931,Rch_005
3993,1361927592.154,-3278917.337,1.933,41.140,109469.931,Rch_005
3994,1361927592.154,-3278917.337,1.933,41.141,109469.931,Rch_005
3995,1361927592.154,-3278917.337,1.943,41.141,109469.931,Rch_005
3996,1361927592.154,-3286379.425,1.943,41.141,109469.931,Rch_005
3997,1362339496.513,-3286379.425,1.943,41.141,109469.931,Rch_005
3998,1362339496.513,-3286379.425,1.943,41.139,109469.931,Rch_005
3999,1362339496.513,-3286379.425,1.943,41.138,109469.931,Rch_005
4000,1362339496.513,-3286379.425,1.943,41.134,109469.931,Rch_005
4001,1366082483.655,-3286379.425,1.943,41.134,109469.931,Rch_005
4002,1366082483.655,-3286379.425,1.943,41.137,109469.931,Rch_005
4003,1366082483.655,-3286379.425,1.943,41.136,109469.931,Rch_005
4004,1366082483.655,-3286379.425,1.943,41.140,109469.931,Rch_005
4005,1366082483.655,-3286379.425,1.943,41.140,106592.651,Rch_005
4006,1366082483.655,-3286379.425,1.943,41.137,106592.651,Rch_005
4007,1366082483.655,-3286379.425,1.943,41.138,106592.651,Rch_005
4008,1366082483.655,-3286379.425,1.943,41.139,106592.651,Rch_005
4009,1366082483.655,-3286379.425,1.943,41.141,106592.651,Rch_005
4010,1366082483.655,-3286379.425,1.943,41.138,106592.651,Rch_005
4011,1366082483.655,-3286379.425,1.943,41.140,106592.651,Rch_005
4012,1366082483.655,-3286379.425,1.943,41.139,106592.651,Rch_005
4013,1366082483.655,-3286379.425,1.943,41.139,104503.752,Rch_005
4014,1366082483.655,-3286353.842,1.943,41.139,104503.752,Rch_005
4015,1366082483.655,-3286353.842,1.943,41.139,105510.584,Rch_005
4016,1366082483.655,-3283087.371,1.943,41.139,105510.584,Rch_005
4017,1366082483.655,-3283087.371,1.943,41.144,105510.584,Rch_005
4018,1366082483.655,-3283087.371,1.943,41.144,106213.467,Rch_005
4019,1366082483.655,-3283087.371,1.943,41.139,106213.467,Rch_005
4020,1366082483.655,-3283087.371,1.943,41.136,106213.467,Rch_005
4021,1366082483.655,-3283087.371,1.943,41.134,106213.467,Rch_005
4022,1366082483.655,-3283087.371,1.943,41.134,106213.467,Rch_005
4023,1366082483.655,-3283087.371,1.943,41.137,106213.467,Rch_005
4024,1366082483.655,-3283087.371,1.957,41.137,106213.467,Rch_005
4025,1366082483.655,-3283087.371,1.957,41.134,106213.467,Rch_005
4026,1366082483.655,-3283087.371,1.934,41.134,106213.467,Rch_005
4027,1366082483.655,-3283087.371,1.934,41.134,105607.285,Rch_005
4028,1366082483.655,-3283087.371,1.934,41.136,105607.285,Rch_005
4029,1366082483.655,-3283087.371,1.934,41.136,102390.735,Rch_005
4030,1366082483.655,-3283087.371,1.959,41.136,102390.735,Rch_005
4031,1366082483.655,-3283087.371,1.959,41.136,97371.984,Rch_005
4032,1366082483.655,-3283087.371,1.959,41.136,100816.463,Rch_005
4033,1366082483.655,-3285391.734,1.959,41.136,100816.463,Rch_005
4034,1365966768.467,-3285391.734,1.959,41.136,100816.463,Rch_005
4035,1365966768.467,-3285391.734,1.959,41.137,100816.463,Rch_005
4036,1365966768.467,-3285391.734,1.959,41.140,100816.463,Rch_005
4037,1365966768.467,-3285391.734,1.959,41.140,113717.254,Rch_005
4038,1365966768.467,-3285391.734,1.957,41.140,113717.254,Rch_005
4039,1365966768.467,-3284569.102,1.957,41.140,113717.254,Rch_005
4040,1365966768.467,-3284569.102,1.957,41.141,113717.254,Rch_005
4041,1365966768.467,-3284569.102,1.957,41.141,113717.254,Rch_005
4042,1361276631.054,-3284569.102,1.957,41.141,113717.254,Rch_005
4043,1361276631.054,-3284569.102,1.957,41.142,113717.254,Rch_005
4044,1361276631.054,-3277388.545,1.957,41.142,113717.254,Rch_005
4045,1361276631.054,-3277388.545,1.957,41.142,113717.254,Rch_005
4046,1361276631.054,-3277388.545,1.957,41.138,113717.254,Rch_005
4047,1361276631.054,-3277388.545,1.957,41.138,115360.654,Rch_005
4048,1365192998.407,-3277388.545,1.957,41.138,115360.654,Rch_005
4049,1365192998.407,-3277388.545,1.957,41.133,115360.654,Rch_005
4050,1365192998.407,-3277388.545,1.957,41.133,115360.654,Rch_005
4051,1365192998.407,-3277388.545,1.930,41.133,115360.654,Rch_005
4052,1365192998.407,-3277388.545,1.930,41.137,115360.654,Rch_005
4053,1365192998.407,-3277388.545,1.930,41.136,115360.654,Rch_005
4054,1365192998.407,-3277388.545,1.944,41.136,115360.654,Rch_005
4055,1365192998.407,-3287416.383,1.944,41.136,115360.654,Rch_005
4056,1365192998.407,-3287416.383,1.944,41.137,115360.654,Rch_005
4057,1365192998.407,-3287416.383,1.932,41.137,115360.654,Rch_005
4058,1365192998.407,-3287416.383,1.932,41.137,110635.836,Rch_005
4059,1365192998.407,-3287416.383,1.932,41.137,100582.292,Rch_005
4060,1365192998.407,-3287416.383,1.932,41.138,100582.292,Rch_005
4061,1365192998.407,-3287416.383,1.933,41.138,100582.292,Rch_005
4062,1365192998.407,-3283931.581,1.933,41.138,100582.292,Rch_005
4063,1365192998.407,-3283931.581,1.933,41.138,111985.277,Rch_005
4064,1365105453.370,-3283931.581,1.933,41.138,111985.277,Rch_005
4065,1365105453.370,-3283931.581,1.933,41.142,111985.277,Rch_005
4066,1365176825.899,-3283931.581,1.933,41.142,111985.277,Rch_005
4067,1365176825.899,-3283931.581,1.933,41.138,111985.277,Rch_005
4068,1365176825.899,-3283931.581,1.933,41.135,111985.277,Rch_005
4069,1365176825.899,-3283931.581,1.933,41.138,99141.597,Rch_005
4070,1365176825.899,-3283931.581,1.933,41.138,99237.473,Rch_005
4071,1365176825.899,-3283931.581,1.933,41.138,99237.473,Rch_005
4072,1365176825.899,-3283931.581,1.933,41.138,100036.514,Rch_005
4073,1365176825.899,-3283931.581,1.933,41.140,100036.514,Rch_005
4074,1365176825.899,-3283931.581,1.933,41.140,100036.514,Rch_005
4075,1365176825.899,-3283931.581,1.933,41.143,100036.514,Rch_005
4076,1358488638.677,-3283931.581,1.933,41.143,100036.514,Rch_005
4077,1358488638.677,-3283931.581,1.933,41.143,101731.022,Rch_005
4078,1358488638.677,-3268635.225,1.933,41.143,101731.022,Rch_005
4079,1358488638.677,-3268635.225,1.933,41.143,101961.942,Rch_005
4080,1358488638.677,-3268635.225,1.933,41.139,101961.942,Rch_005
4081,1358488638.677,-3268635.225,1.946,41.139,101961.942,Rch_005
4082,1358488638.677,-3268635.225,1.946,41.141,101961.942,Rch_005
4083,1358488638.677,-3275005.266,1.946,41.141,101961.942,Rch_005
4084,1360653293.588,-3275005.266,1.946,41.141,101961.942,Rch_005
4085,1360653293.588,-3275005.266,1.946,41.143,101961.942,Rch_005
4086,1360653293.588,-3275005.266,1.937,41.143,101961.942,Rch_005
4087,1360653293.588,-3275005.266,1.937,41.146,101961.942,Rch_005
4088,1360653293.588,-3275005.266,1.937,41.145,101961.942,Rch_005
4089,1360653293.588,-3275005.266,1.929,41.145,101961.942,Rch_005
4090,1360653293.588,-3275005.266,1.929,41.141,101961.942,Rch_005
4091,1360653293.588,-3275005.266,1.929,41.140,101961.942,Rch_005
4092,1360653293.588,-3275005.266,1.945,41.140,101961.942,Rch_005
4093,1360653293.588,-3275005.266,1.945,41.142,101961.942,Rch_005
4094,1360653293.588,-3275005.266,1.945,41.140,101961.942,Rch_005
4095,1360653293.588,-3275005.266,1.940,41.140,101961.942,Rch_005
4096,1360653293.588,-3275005.266,1.940,41.142,101961.942,Rch_005
4097,1364668245.425,-3275005.266,1.940,41.142,101961.942,Rch_005
4098,1357618603.858,-3275005.266,1.940,41.142,101961.942,Rch_005
4099,1357618603.858,-3275005.266,1.940,41.142,108142.173,Rch_005
4100,1357618603.858,-3275005.266,1.940,41.145,108142.173,Rch_005
4101,1357618603.858,-3275005.266,1.940,41.148,108142.173,Rch_005
4102,1357618603.858,-3284146.540,1.940,41.148,108142.173,Rch_005
4103,1357618603.858,-3284146.540,1.940,41.152,108142.173,Rch_005
4104,1357618603.858,-3254324.106,1.940,41.152,108142.173,Rch_005
4105,1357618603.858,-3254324.106,1.940,41.155,108142.173,Rch_005
4106,1357618603.858,-3254324.106,1.940,41.157,108142.173,Rch_005
4107,1349683173.711,-3254324.106,1.940,41.157,108142.173,Rch_005
4108,1349683173.711,-3254324.106,1.940,41.157,113067.866,Rch_005
4109,1349683173.711,-3254324.106,1.938,41.157,113067.866,Rch_005
4110,1349683173.711,-3254324.106,1.938,41.159,113067.866,Rch_005
4111,1349683173.711,-3240573.371,1.938,41.159,113067.866,Rch_005
4112,1349683173.711,-3240573.371,1.938,41.156,113067.866,Rch_005
4113,1349683173.711,-3240573.371,1.932,41.156,113067.866,Rch_005
4114,1349683173.711,-3240573.371,1.932,41.155,113067.866,Rch_005
4115,1349683173.711,-3240573.371,1.932,41.153,113067.866,Rch_005
4116,1349683173.711,-3240573.371,1.941,41.153,113067.866,Rch_005
4117,1349683173.711,-3240573.371,1.941,41.152,113067.866,Rch_005
4118,1349683173.711,-3240573.371,1.935,41.152,113067.866,Rch_005
4119,1349683173.711,-3240573.371,1.935,41.156,113067.866,Rch_005
4120,1349683173.711,-3240573.371,1.935,41.156,98766.646,Rch_005
4121,1349683173.711,-3225829.894,1.935,41.156,98766.646,Rch_005
4122,1349683173.711,-3225829.894,1.935,41.154,98766.646,Rch_005
4123,1349683173.711,-3225829.894,1.943,41.154,98766.646,Rch_005
4124,1349683173.711,-3225829.894,1.943,41.153,98766.646,Rch_005
4125,1348208236.559,-3225829.894,1.943,41.153,98766.646,Rch_005
4126,1348208236.559,-3228188.980,1.943,41.153,98766.646,Rch_005
4127,1348208236.559,-3228188.980,1.943,41.153,99717.064,Rch_005
4128,1348208236.559,-3228188.980,1.943,41.150,99717.064,Rch_005
4129,1348208236.559,-3228188.980,1.943,41.154,99717.064,Rch_005
4130,1348208236.559,-3228188.980,1.943,41.153,99717.064,Rch_005
4131,1348208236.559,-3228188.980,1.943,41.157,99717.064,Rch_005
4132,1348208236.559,-3235716.634,1.943,41.157,99717.064,Rch_005
4133,1348208236.559,-3235716.634,1.943,41.156,99717.064,Rch_005
4134,1348208236.559,-3235716.634,1.934,41.156,99717.064,Rch_005
4135,1348208236.559,-3235716.634,1.934,41.160,99717.064,Rch_005
4136,1348208236.559,-3235716.634,1.934,41.160,100070.766,Rch_005
4137,1348208236.559,-3235716.634,1.930,41.160,100070.766,Rch_005
4138,1348208236.559,-3235716.634,1.930,41.156,100070.766,Rch_005
4139,1348208236.559,-3235716.634,1.930,41.153,100070.766,Rch_005
4140,1348208236.559,-3235716.634,1.930,41.150,100070.766,Rch_005
4141,1351413188.732,-3235716.634,1.930,41.150,100070.766,Rch_005
4142,1351413188.732,-3235716.634,1.929,41.150,100070.766,Rch_005
4143,1351413188.732,-3235716.634,1.929,41.148,100070.766,Rch_005
4144,1350789897.878,-3235716.634,1.929,41.148,100070.766,Rch_005
4145,1350789897.878,-3235716.634,1.929,41.148,100187.284,Rch_005
4146,1350016269.755,-3235716.634,1.929,41.148,100187.284,Rch_005
4147,1350016269.755,-3235716.634,1.929,41.145,100187.284,Rch_005
4148,1350016269.755,-3235716.634,1.929,41.148,100187.284,Rch_005
4149,1350016269.755,-3235716.634,1.929,41.146,100187.284,Rch_005
4150,1350016269.755,-3245826.236,1.929,41.146,100187.284,Rch_005
4151,1350016269.755,-3245826.236,1.929,41.146,104925.030,Rch_005
4152,1350016269.755,-3245826.236,1.936,41.146,104925.030,Rch_005
4153,1350016269.755,-3245826.236,1.936,41.145,104925.030,Rch_005
4154,1350016269.755,-3245826.236,1.936,41.149,104925.030,Rch_005
4155,1350016269.755,-3245826.236,1.936,41.148,104925.030,Rch_005
4156,1350016269.755,-3245826.236,1.936,41.146,104925.030,Rch_005
4157,1350016269.755,-3245826.236,1.937,41.146,104925.030,Rch_005
4158,1350016269.755,-3245826.236,1.937,41.146,104077.388,Rch_005
4159,1350016269.755,-3245826.236,1.937,41.150,104077.388,Rch_005
4160,1350016269.755,-3245826.236,1.937,41.154,104077.388,Rch_005
4161,1350016269.755,-3238090.812,1.937,41.154,104077.388,Rch_005
4162,1350016269.755,-3238090.812,1.937,41.158,104077.388,Rch_005
4163,1350016269.755,-3238090.812,1.942,41.158,104077.388,Rch_005
4164,1350016269.755,-3238090.812,1.951,41.158,104077.388,Rch_005
4165,1350016269.755,-3238090.812,1.951,41.157,104077.388,Rch_005
4166,1350016269.755,-3238090.812,1.953,41.157,104077.388,Rch_005
4167,1350016269.755,-3238090.812,1.953,41.155,104077.388,Rch_005
4168,1350016269.755,-3238090.812,1.952,41.155,104077.388,Rch_005
4169,1350016269.755,-3238090.812,1.944,41.155,104077.388,Rch_005
4170,1350016269.755,-3247829.327,1.944,41.155,104077.388,Rch_005
4171,1348814843.222,-3247829.327,1.944,41.155,104077.388,Rch_005
4172,1348814843.222,-3247829.327,1.944,41.157,104077.388,Rch_005
4173,1348814843.222,-3247829.327,1.944,41.152,104077.388,Rch_005
4174,1348814843.222,-3247829.327,1.930,41.152,104077.388,Rch_005
4175,1351404246.848,-3247829.327,1.930,41.152,104077.388,Rch_005
4176,1351404246.848,-3247829.327,1.930,41.153,104077.388,Rch_005
4177,1351404246.848,-3247829.327,1.952,41.153,104077.388,Rch_005
4178,1351404246.848,-3247829.327,1.952,41.154,104077.388,Rch_005
4179,1351404246.848,-3247829.327,1.932,41.154,104077.388,Rch_005
4180,1351404246.848,-3247829.327,1.932,41.156,104077.388,Rch_005
4181,1351404246.848,-3247829.327,1.932,41.154,104077.388,Rch_005
4182,1351404246.848,-3247829.327,1.932,41.152,104077.388,Rch_005
4183,1351301600.055,-3247829.327,1.932,41.152,104077.388,Rch_005
4184,1351301600.055,-3247829.327,1.932,41.148,104077.388,Rch_005
4185,1351301600.055,-3247829.327,1.932,41.146,104077.388,Rch_005
4186,1351301600.055,-3247829.327,1.932,41.150,104077.388,Rch_005
4187,1351301600.055,-3247829.327,1.932,41.150,100609.278,Rch_005
4188,1351301600.055,-3240324.842,1.932,41.150,100609.278,Rch_005
4189,1351301600.055,-3240324.842,1.932,41.150,106303.683,Rch_005
4190,1351301600.055,-3240324.842,1.932,41.148,106303.683,Rch_005
4191,1344221049.830,-3240324.842,1.932,41.148,106303.683,Rch_005
4192,1344221049.830,-3240324.842,1.932,41.143,106303.683,Rch_005
4193,1344221049.830,-3240324.842,1.932,41.148,106303.683,Rch_005
4194,1344221049.830,-3240324.842,1.932,41.148,107630.971,Rch_005
4195,1344221049.830,-3240324.842,1.930,41.148,107630.971,Rch_005
4196,1344221049.830,-3240324.842,1.930,41.146,107630.971,Rch_005
4197,1344221049.830,-3208254.630,1.930,41.146,107630.971,Rch_005
4198,1333720680.461,-3208254.630,1.930,41.146,107630.971,Rch_005
4199,1340385649.057,-3208254.630,1.930,41.146,107630.971,Rch_005
4200,1340385649.057,-3208254.630,1.930,41.142,107630.971,Rch_005
4201,1340385649.057,-3208254.630,1.930,41.142,107630.971,Rch_005
4202,1340385649.057,-3213633.873,1.930,41.142,107630.971,Rch_005
4203,1340385649.057,-3213633.873,1.930,41.139,107630.971,Rch_005
4204,1338576089.573,-3213633.873,1.930,41.139,107630.971,Rch_005
4205,1338576089.573,-3213633.873,1.930,41.139,107630.971,Rch_005
4206,1342130821.010,-3213633.873,1.930,41.139,107630.971,Rch_005
4207,1342130821.010,-3213633.873,1.930,41.139,105799.765,Rch_005
4208,1342130821.010,-3213633.873,1.930,41.142,105799.765,Rch_005
4209,1342130821.010,-3213633.873,1.930,41.146,105799.765,Rch_005
4210,1342130821.010,-3213633.873,1.930,41.142,105799.765,Rch_005
4211,1342130821.010,-3213633.873,1.948,41.142,105799.765,Rch_005
4212,1342130821.010,-3213633.873,1.948,41.143,105799.765,Rch_005
4213,1342130821.010,-3213633.873,1.930,41.143,105799.765,Rch_005
4214,1342130821.010,-3213633.873,1.930,41.145,105799.765,Rch_005
4215,1342130821.010,-3213633.873,1.930,41.145,114396.486,Rch_005
4216,1342130821.010,-3213633.873,1.930,41.150,114396.486,Rch_005
4217,1342130821.010,-3221455.066,1.930,41.150,114396.486,Rch_005
4218,1342130821.010,-3221455.066,1.933,41.150,114396.486,Rch_005
4219,1342130821.010,-3221455.066,1.933,41.148,114396.486,Rch_005
4220,1344826167.005,-3221455.066,1.933,41.148,114396.486,Rch_005
4221,1344826167.005,-3221455.066,1.933,41.152,114396.486,Rch_005
4222,1344826167.005,-3221455.066,1.933,41.152,105793.610,Rch_005
4223,1348725752.145,-3221455.066,1.933,41.152,105793.610,Rch_005
4224,1348725752.145,-3223564.721,1.933,41.152,105793.610,Rch_005
4225,1348725752.145,-3223564.721,1.924,41.152,105793.610,Rch_005
4226,1348725752.145,-3223564.721,1.924,41.149,105793.610,Rch_005
4227,1348725752.145,-3223564.721,1.924,41.149,105793.610,Rch_005
4228,1342997502.960,-3223564.721,1.924,41.149,105793.610,Rch_005
4229,1342997502.960,-3223564.721,1.924,41.150,105793.610,Rch_005
4230,1342997502.960,-3223564.721,1.924,41.154,105793.610,Rch_005
4231,1342997502.960,-3223564.721,1.924,41.156,105793.610,Rch_005
4232,1342997502.960,-3223564.721,1.924,41.161,105793.610,Rch_005
4233,1342997502.960,-3209749.409,1.924,41.161,105793.610,Rch_005
4234,1342997502.960,-3209749.409,1.924,41.160,105793.610,Rch_005
4235,1342997502.960,-3209749.409,1.924,41.156,105793.610,Rch_005
4236,1342997502.960,-3209749.409,1.924,41.159,105793.610,Rch_005
4237,1342997502.960,-3229280.806,1.924,41.159,105793.610,Rch_005
4238,1342997502.960,-3229280.806,1.924,41.162,105793.610,Rch_005
4239,1342997502.960,-3229280.806,1.924,41.166,105793.610,Rch_005
4240,1346876218.834,-3229280.806,1.924,41.166,105793.610,Rch_005
4241,1346876218.834,-3229280.806,1.924,41.167,105793.610,Rch_005
4242,1346876218.834,-3229280.806,1.924,41.170,105793.610,Rch_005
4243,1346876218.834,-3229280.806,1.924,41.172,105793.610,Rch_005
4244,1346876218.834,-3229280.806,1.924,41.176,105793.610,Rch_005
4245,1347339177.864,-3229280.806,1.924,41.176,105793.610,Rch_005
4246,1347339177.864,-3229280.806,1.924,41.176,105793.610,Rch_005
4247,1347339177.864,-3229280.806,1.924,41.173,105793.610,Rch_005
4248,1347339177.864,-3229280.806,1.924,41.172,105793.610,Rch_005
4249,1347339177.864,-3229280.806,1.947,41.172,105793.610,Rch_005
4250,1347339177.864,-3234257.857,1.947,41.172,105793.610,Rch_005
4251,1347339177.864,-3234257.857,1.947,41.172,105793.610,Rch_005
4252,1347339177.864,-3234257.857,1.947,41.167,105793.610,Rch_005
4253,1347339177.864,-3234257.857,1.947,41.163,105793.610,Rch_005
4254,1346065950.212,-3234257.857,1.947,41.163,105793.610,Rch_005
4255,1346065950.212,-3234257.857,1.928,41.163,105793.610,Rch_005
4256,1346065950.212,-3234257.857,1.928,41.161,105793.610,Rch_005
4257,1346065950.212,-3234257.857,1.936,41.161,105793.610,Rch_005
4258,1346065950.212,-3234257.857,1.936,41.161,113060.348,Rch_005
4259,1346065950.212,-3234257.857,1.934,41.161,113060.348,Rch_005
4260,1343686141.292,-3234257.857,1.934,41.161,113060.348,Rch_005
4261,1343686141.292,-3234257.857,1.934,41.161,113060.348,Rch_005
4262,1343686141.292,-3234257.857,1.954,41.161,113060.348,Rch_005
4263,1343686141.292,-3234257.857,1.954,41.161,100956.738,Rch_005
4264,1343686141.292,-3234257.857,1.954,41.161,106687.838,Rch_005
4265,1343686141.292,-3205011.931,1.954,41.161,106687.838,Rch_005
4266,1343686141.292,-3205011.931,1.954,41.162,106687.838,Rch_005
4267,1343686141.292,-3205011.931,1.954,41.162,106687.838,Rch_005
4268,1343686141.292,-3205011.931,1.948,41.162,106687.838,Rch_005
